"JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
1,94,49,1,5700,2,1,1,19,17000,1007588,11106
1,94,64,6,6420,1,1,1,16,349000,1007588,11106
NA,NA,72,NA,NA,2,3,1,22,49200,1007588,11104
1,85,56,1,20,2,1,1,19,85020,1007588,8303
1,109,57,6,6230,1,1,1,18,20010,1007588,8303
NA,NA,71,NA,NA,1,5,1,21,25000,1007588,8303
1,84,59,1,110,1,1,1,19,80600,1007588,8303
NA,NA,54,6,2600,2,1,1,21,5500,1007588,8303
1,95,36,6,2100,1,5,1,23,40000,1007588,11103
1,39,42,1,4030,1,1,1,13,30000,1007588,11106
1,69,35,1,6050,2,1,1,16,14000,1007588,11106
NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11106
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106
NA,NA,87,NA,NA,1,1,1,11,25000,1007588,11103
NA,NA,35,1,9620,1,5,1,15,12000,1007588,11104
1,95,28,6,4650,1,5,1,16,36600,1007588,11104
NA,NA,25,NA,NA,1,5,1,16,0,1007588,11104
NA,NA,94,NA,NA,2,2,1,12,32600,1007588,11103
1,82,63,1,1320,1,1,1,24,132000,1007588,11106
1,80,56,4,2310,2,1,1,22,88000,1007588,11106
NA,NA,21,1,6260,1,5,1,16,4000,1007588,11106
1,204,19,1,4700,1,1,1,16,40000,1007588,11106
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11106
1,204,22,2,2340,2,1,1,16,6200,1007588,11106
1,81,42,1,740,2,4,2,16,39700,1007588,11103
NA,NA,9,NA,NA,1,5,1,7,NA,1007588,11103
NA,NA,6,NA,NA,2,5,1,4,NA,1007588,11103
NA,NA,89,NA,NA,2,2,1,19,31110,1007588,11104
1,100,51,1,430,2,3,1,19,90000,1007588,11106
NA,NA,10,NA,NA,2,5,1,8,NA,1007588,11106
NA,NA,75,NA,NA,1,4,1,19,76000,1007588,11104
1,100,56,6,710,2,1,1,19,63000,1007588,8303
10,96,20,4,2200,1,5,1,19,30000,1007588,8303
NA,NA,56,NA,NA,2,1,1,16,0,1007588,11106
1,97,58,3,5000,1,1,1,22,161000,1007588,11106
1,93,29,1,4030,2,5,1,21,35000,1007588,11106
2,149,28,3,5000,2,5,1,22,50000,1007588,11106
1,119,31,1,1700,1,5,1,24,180100,1007588,8303
1,91,61,6,6330,1,1,1,20,35000,1007588,11106
1,88,50,1,350,2,1,1,22,94800,1007588,11106
1,89,59,1,230,2,3,1,16,42000,1007588,11106
1,83,53,1,20,1,5,1,19,70000,1007588,11104
NA,NA,19,1,2000,2,5,1,16,700,1007588,8303
9,272,22,4,2000,2,5,1,16,960,1007588,8303
9,272,20,4,3850,2,5,1,20,2000,1007588,8303
NA,NA,20,4,4030,1,5,1,19,4000,1007588,8303
NA,NA,20,NA,NA,1,5,1,19,0,1007588,8303
1,109,20,4,3850,2,5,1,19,2000,1007588,8303
NA,NA,67,NA,NA,2,3,1,20,13000,1007588,8303
NA,NA,73,NA,NA,2,2,1,15,10900,1007588,8303
1,109,62,1,4720,1,1,2,21,80000,1007588,8303
7,59,61,1,4720,2,1,1,19,80000,1007588,8303
1,79,59,1,150,1,4,1,22,130000,1007588,11104
1,121,25,3,4130,1,5,1,19,15000,1007588,11104
1,217,21,1,5240,1,5,1,19,8000,1007588,11104
1,47,65,6,5120,1,1,1,19,105000,1007588,11104
NA,NA,66,NA,NA,2,1,1,9,8500,1007588,11104
NA,NA,62,NA,NA,1,1,1,21,80000,1007588,11104
NA,NA,59,NA,NA,2,1,1,20,1700,1007588,11104
NA,NA,69,NA,NA,1,5,1,21,1000,1007588,11106
2,100,62,3,1840,2,5,1,19,144500,1007588,11106
NA,NA,19,NA,NA,2,5,1,19,0,1007588,8303
1,122,71,6,1820,2,2,1,22,12500,1007588,11103
1,82,51,3,640,2,1,1,16,37500,1007588,11103
1,82,52,3,5510,1,1,1,16,12200,1007588,11103
1,82,23,1,4700,2,5,1,18,8000,1007588,11103
1,74,53,5,137,1,3,1,21,121950,1007588,11106
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106
1,110,45,1,2145,2,3,1,21,80000,1007588,11106
1,94,28,1,630,2,5,1,21,65000,1007588,8303
1,103,27,1,800,1,5,1,21,55000,1007588,8303
NA,NA,67,NA,NA,2,1,1,18,35000,1007588,11104
NA,NA,68,1,7000,1,1,1,14,31000,1007588,11104
1,165,59,1,6260,1,2,1,1,20000,1007588,11104
1,93,47,3,2330,2,5,1,21,75000,1007588,8303
NA,NA,72,NA,NA,2,3,1,22,45000,1007588,8303
NA,NA,73,NA,NA,1,3,1,24,39000,1007588,8303
NA,NA,60,3,2310,2,1,1,22,78000,1007588,8303
1,79,58,3,4220,1,1,1,19,35200,1007588,8303
1,75,49,3,8620,1,1,1,21,89000,1007588,11106
1,108,48,3,230,2,1,1,15,4000,1007588,11106
1,106,40,1,4230,2,5,1,12,52000,1007588,8303
10,186,17,2,4600,1,5,1,14,600,1007588,8303
NA,NA,15,NA,NA,1,5,1,12,1300,1007588,8303
1,93,46,1,4250,1,5,1,19,20800,1007588,8303
1,95,54,1,1420,1,1,1,21,137900,1007588,8303
1,90,55,3,2310,2,1,1,23,1980,1007588,8303
NA,NA,17,1,3955,1,5,1,14,64,1007588,8303
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303
NA,NA,73,NA,NA,2,5,1,21,22900,1007588,8303
1,106,36,1,630,2,5,1,19,74800,1007588,11103
1,216,18,1,4720,2,5,1,18,1500,1007588,11103
NA,NA,16,NA,NA,2,5,1,12,0,1007588,11103
NA,NA,11,NA,NA,1,5,1,7,NA,1007588,11103
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11103
NA,NA,30,1,5610,2,1,1,19,4400,1007588,11106
1,96,32,1,8650,1,1,1,15,50000,1007588,11106
NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11106
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11106
NA,NA,79,NA,NA,2,2,1,16,63000,1007588,8303
1,77,34,8,4250,1,5,1,18,200,1007588,11104
1,101,35,1,1020,1,1,1,21,190000,1007588,8303
NA,NA,33,6,4600,2,1,1,17,0,1007588,8303
NA,NA,6,NA,NA,1,5,1,3,NA,1007588,8303
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,8303
1,86,33,1,4250,1,1,2,15,22000,1007588,11106
1,88,29,1,7750,2,1,2,16,1700,1007588,11106
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11106
NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11106
1,74,32,1,9640,1,5,2,9,20000,1007588,11106
1,74,30,1,9640,1,5,2,9,32000,1007588,11106
NA,NA,73,NA,NA,1,1,1,24,48200,1007588,8303
NA,NA,66,NA,NA,2,1,1,22,13700,1007588,8303
NA,NA,70,NA,NA,2,1,1,17,16900,1007588,11104
1,79,24,5,6230,1,1,1,18,26001,1007588,11106
NA,NA,24,1,5400,2,1,1,19,0,1007588,11106
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11106
1,85,40,6,2100,1,1,1,23,174000,1007588,11106
NA,NA,37,6,5700,2,1,1,21,10000,1007588,11106
NA,NA,11,NA,NA,2,5,1,9,NA,1007588,11106
NA,NA,7,NA,NA,2,5,1,5,NA,1007588,11106
NA,NA,4,NA,NA,1,5,1,2,NA,1007588,11106
1,112,60,2,2050,2,1,1,20,1600,1007588,11103
1,121,61,2,2040,1,1,1,19,45900,1007588,11103
1,211,30,1,3930,1,1,1,19,36000,1007588,11103
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11103
NA,NA,30,1,4850,2,1,1,21,38000,1007588,11103
1,219,27,6,2700,1,5,1,20,7200,1007588,8303
NA,NA,4,NA,NA,1,5,1,2,NA,1007588,8303
1,117,24,1,4760,2,5,1,19,9000,1007588,8303
NA,NA,71,2,2000,2,2,1,22,116400,1007588,11106
NA,NA,38,NA,NA,1,1,1,22,0,1007588,11106
1,104,37,1,565,2,1,1,22,130000,1007588,11106
NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11106
NA,NA,7,NA,NA,2,5,1,5,NA,1007588,11106
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106
1,100,44,1,9130,1,1,1,19,26100,1007588,11103
1,100,39,1,2010,2,1,1,21,46000,1007588,11103
NA,NA,18,9,9920,1,5,1,19,0,1007588,11103
NA,NA,8,NA,NA,1,5,1,4,NA,1007588,11103
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103
NA,NA,20,4,4230,2,5,1,19,14000,1007588,8303
8,93,41,5,2310,2,1,1,22,60100,1007588,11103
1,64,37,5,4220,1,1,1,20,24000,1007588,11103
NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11103
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11103
NA,NA,28,1,5940,2,5,1,20,70400,1007588,11106
1,151,63,1,4760,2,3,1,21,29100,1007588,11106
10,67,25,1,5240,1,5,1,18,22200,1007588,11106
NA,NA,26,1,430,1,5,1,21,86000,1007588,11106
1,69,59,1,20,2,2,1,19,59200,1007588,11103
1,121,44,1,5000,2,5,1,18,14500,1007588,11103
NA,NA,87,NA,NA,2,2,1,4,10700,1007588,11103
NA,NA,94,NA,NA,2,2,1,16,19200,1007588,11106
1,152,64,6,4600,2,3,1,20,24000,1007588,11104
1,116,64,2,2000,2,1,1,22,22000,1007588,8303
NA,NA,66,7,710,1,1,1,21,83100,1007588,8303
1,91,68,3,5860,2,3,1,18,83330,1007588,11103
9,98,18,4,630,2,5,1,18,7350,1007588,8303
1,58,41,1,7340,1,1,1,18,71000,1007588,11104
1,176,35,2,4760,2,1,1,19,16600,1007588,11104
NA,NA,15,NA,NA,2,5,1,12,0,1007588,11104
1,102,47,5,1550,1,1,1,19,80000,1007588,11103
1,202,41,1,350,2,1,1,19,31500,1007588,11103
1,81,23,6,4600,2,5,1,19,6000,1007588,11103
NA,NA,45,NA,NA,2,1,1,7,0,1007588,11103
1,79,47,1,6050,1,1,1,9,10300,1007588,11103
NA,NA,19,NA,NA,2,5,1,18,0,1007588,11103
NA,NA,18,NA,NA,1,5,1,14,0,1007588,11103
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
11,NA,19,6,5350,1,5,1,20,10000,1007588,8303
1,79,21,1,4030,2,5,1,20,30000,1007588,8303
1,167,21,1,4430,1,5,1,20,12000,1007588,8303
NA,NA,20,1,5700,1,5,1,19,15000,1007588,8303
1,167,19,1,4430,1,5,1,19,1100,1007588,8303
NA,NA,19,1,4720,1,5,1,19,1700,1007588,8303
1,81,28,1,2310,2,1,1,21,20000,1007588,11104
1,72,33,6,4220,1,1,1,16,50000,1007588,11104
1,83,42,1,1220,2,1,1,18,65000,1007588,11106
1,73,39,1,4760,1,1,1,19,70000,1007588,11106
1,85,17,1,2720,1,5,1,14,600,1007588,11106
NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11106
NA,NA,78,NA,NA,2,1,1,16,15300,1007588,11104
1,100,32,1,4760,1,1,1,21,250000,1007588,8303
1,124,32,6,725,2,1,1,20,1900,1007588,8303
NA,NA,39,3,2310,1,1,1,21,12300,1007588,11106
1,106,38,2,3255,2,1,1,21,100000,1007588,11106
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11106
NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11106
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11106
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11106
NA,NA,88,NA,NA,2,2,1,14,10900,1007588,11104
NA,NA,39,1,310,2,1,1,19,400,1007588,8303
1,107,37,1,110,1,1,1,21,558000,1007588,8303
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,8303
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
1,88,43,2,2000,2,1,1,9,5500,1007588,11103
1,87,54,1,7630,1,1,2,9,50000,1007588,11103
1,195,21,2,4220,1,5,2,18,5000,1007588,11103
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11103
NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11103
1,69,50,1,6050,1,5,2,9,28000,1007588,11103
10,136,17,2,5540,2,5,1,18,13201,1007588,8303
1,60,42,4,3850,1,3,1,21,108000,1007588,8303
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
NA,NA,74,2,410,1,1,1,22,18770,1007588,11104
NA,NA,74,NA,NA,2,1,1,24,8040,1007588,11104
NA,NA,60,6,2340,1,1,1,21,2000,1007588,8303
NA,NA,71,NA,NA,2,1,1,11,40000,1007588,8303
10,268,18,4,4020,2,5,1,18,33000,1007588,8303
1,122,73,1,4760,2,3,1,16,29100,1007588,8303
1,77,59,2,6355,1,1,1,20,60000,1007588,8303
1,68,49,1,8965,2,1,1,15,52000,1007588,8303
1,129,38,1,4710,2,5,1,18,40300,1007588,8303
1,79,29,1,8140,1,1,1,18,50000,1007588,8303
1,66,24,2,4210,1,5,1,1,30100,1007588,8303
1,66,24,1,2010,1,5,1,21,20000,1007588,8303
NA,NA,23,NA,NA,2,5,1,18,0,1007588,8303
NA,NA,16,9,9920,2,5,1,14,0,1007588,8303
NA,NA,13,NA,NA,2,5,1,8,NA,1007588,8303
NA,NA,13,NA,NA,2,5,1,9,NA,1007588,8303
NA,NA,7,NA,NA,1,5,1,5,NA,1007588,8303
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,8303
NA,NA,40,NA,NA,1,1,1,1,308000,1007588,8303
1,96,89,1,2830,2,3,1,21,229700,1007588,8303
1,78,64,1,4760,2,1,1,20,14600,1007588,11103
1,65,70,6,4810,1,1,1,21,118800,1007588,11103
1,116,27,1,2000,2,1,1,22,70000,1007588,11103
1,105,27,1,410,1,1,1,20,40000,1007588,11103
NA,NA,0,NA,NA,1,5,2,NA,NA,1007588,11103
1,103,59,1,4510,1,1,2,15,35000,1007588,11103
NA,NA,53,NA,NA,2,1,1,1,0,1007588,11103
NA,NA,62,4,2010,2,1,1,22,69000,1007588,11104
1,172,74,7,4700,1,1,1,21,55600,1007588,11104
NA,NA,86,NA,NA,2,3,1,16,10400,1007588,11104
NA,NA,68,1,430,1,1,1,22,256800,1007588,11106
NA,NA,68,1,5700,2,1,1,18,10800,1007588,11106
11,NA,63,1,4710,1,1,1,21,150000,1007588,11104
10,90,58,1,735,2,1,1,19,80000,1007588,11104
1,93,43,3,2860,2,1,1,19,47000,1007588,11103
1,92,38,1,4840,1,1,1,16,51000,1007588,11103
NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11103
NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,85,NA,NA,1,1,1,24,48200,1007588,8303
NA,NA,84,NA,NA,2,1,1,21,75000,1007588,8303
11,NA,66,6,1030,1,1,1,22,16650,1007588,11106
1,74,34,1,1020,1,5,1,21,140000,1007588,11106
1,103,35,4,230,2,5,1,21,79000,1007588,8303
NA,NA,19,5,6050,2,5,1,19,1000,1007588,8303
2,170,19,3,2540,2,5,1,16,400,1007588,8303
11,NA,52,1,4760,1,1,1,21,514000,1007588,8303
1,110,47,1,1020,2,1,1,22,100000,1007588,8303
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,8303
1,88,65,1,4930,1,1,1,21,57480,1007588,11103
NA,NA,66,NA,NA,2,1,1,21,3800,1007588,11103
1,99,45,1,4040,2,1,1,19,12000,1007588,11103
1,72,49,1,20,1,1,1,19,126000,1007588,11103
NA,NA,9,NA,NA,1,5,2,7,NA,1007588,11103
NA,NA,73,NA,NA,2,2,1,20,10800,1007588,11106
1,80,67,1,150,1,1,1,21,153000,1007588,11106
NA,NA,73,6,4700,2,1,1,22,7000,1007588,11106
9,101,23,4,2200,1,5,1,22,60000,1007588,8303
NA,NA,37,NA,NA,2,1,1,21,0,1007588,11106
NA,NA,7,NA,NA,2,5,1,3,NA,1007588,11106
NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11106
NA,NA,61,NA,NA,1,1,1,21,15000,1007588,11106
NA,NA,56,3,2310,2,1,1,21,55000,1007588,11106
8,113,26,1,1020,1,1,1,21,125000,1007588,8303
NA,NA,27,1,4760,2,1,1,19,5000,1007588,8303
NA,NA,42,1,6050,2,1,2,9,6000,1007588,11103
1,76,36,1,6050,1,1,2,1,20000,1007588,11103
1,70,21,1,4220,1,5,2,16,10000,1007588,11103
NA,NA,13,NA,NA,1,5,2,10,NA,1007588,11103
NA,NA,90,1,5860,1,2,1,16,36100,1007588,11104
NA,NA,72,NA,NA,2,1,1,21,41600,1007588,11104
NA,NA,73,NA,NA,1,1,1,16,39800,1007588,11104
NA,NA,61,NA,NA,2,3,1,19,6490,1007588,8303
NA,NA,69,NA,NA,1,1,1,21,62900,1007588,11104
NA,NA,65,NA,NA,2,1,1,16,4000,1007588,11104
NA,NA,77,NA,NA,2,2,1,19,60900,1007588,11104
1,141,74,2,5400,2,5,1,22,17600,1007588,11104
NA,NA,71,NA,NA,1,1,1,13,14690,1007588,11106
NA,NA,63,7,310,2,1,1,16,7390,1007588,11106
1,62,48,1,6050,1,1,1,15,24000,1007588,11103
1,76,48,1,7750,2,1,1,14,20000,1007588,11103
NA,NA,19,NA,NA,2,5,1,16,0,1007588,11103
NA,NA,16,NA,NA,2,5,1,13,0,1007588,11103
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11103
11,NA,65,1,630,2,1,1,24,183900,1007588,11104
NA,NA,69,NA,NA,1,1,1,22,58900,1007588,11104
NA,NA,94,NA,NA,1,2,1,22,136700,1007588,11104
NA,NA,48,4,3255,1,5,1,20,62500,1007588,11103
NA,NA,70,1,7000,1,1,1,20,45600,1007588,8303
NA,NA,64,1,5700,2,1,1,19,25600,1007588,8303
10,157,25,4,2200,1,5,1,22,11500,1007588,8303
1,77,22,5,9820,2,5,1,16,24000,1007588,11106
1,208,19,4,2340,2,5,1,19,7200,1007588,8303
NA,NA,20,9,9920,1,5,1,19,2100,1007588,8303
NA,NA,18,1,4760,2,5,1,19,600,1007588,8303
9,192,20,1,2720,2,5,1,19,3000,1007588,8303
NA,NA,21,1,4600,2,5,1,19,6000,1007588,8303
9,107,20,4,5120,2,5,1,19,5000,1007588,8303
NA,NA,20,1,2720,2,5,1,19,5000,1007588,8303
9,83,20,4,4700,2,5,1,19,13200,1007588,8303
1,72,42,5,5310,1,1,1,23,83000,1007588,11106
1,97,40,6,3000,2,1,1,24,130000,1007588,11106
NA,NA,11,NA,NA,1,5,1,7,NA,1007588,11106
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106
NA,NA,78,NA,NA,1,1,1,24,61800,1007588,8303
NA,NA,76,NA,NA,2,1,1,21,10000,1007588,8303
NA,NA,61,NA,NA,1,1,1,21,37000,1007588,11106
11,NA,64,6,2630,2,1,1,20,36000,1007588,11106
1,46,48,1,9600,1,1,2,16,96000,1007588,11103
1,88,44,1,6040,2,1,1,12,10400,1007588,11103
1,117,24,1,4720,1,5,2,19,19000,1007588,11103
NA,NA,49,NA,NA,2,1,1,14,0,1007588,11103
1,48,49,6,9130,1,1,1,12,30000,1007588,11103
1,74,37,1,9130,1,1,1,19,65000,1007588,11104
NA,NA,35,1,3600,2,1,1,19,0,1007588,11104
NA,NA,5,NA,NA,2,5,1,2,NA,1007588,11104
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104
1,106,32,1,5120,2,1,1,16,18000,1007588,11106
1,98,32,7,7315,1,1,1,17,40000,1007588,11106
NA,NA,67,6,710,2,3,1,22,45000,1007588,8303
NA,NA,17,NA,NA,2,5,1,18,0,1007588,8303
NA,NA,64,NA,NA,1,3,1,19,14400,1007588,8303
1,67,37,1,7750,1,1,1,21,55000,1007588,11104
NA,NA,42,NA,NA,2,1,1,19,0,1007588,11104
NA,NA,84,NA,NA,1,1,1,23,181000,1007588,11103
NA,NA,73,NA,NA,2,1,1,21,17000,1007588,11103
1,172,20,1,1107,1,5,1,16,5450,1007588,8303
NA,NA,20,1,4760,1,5,1,19,15400,1007588,8303
11,NA,44,6,6355,1,3,1,19,101200,1007588,11104
1,85,45,3,230,2,3,1,22,90000,1007588,11104
NA,NA,18,1,4720,2,5,1,16,2701,1007588,8303
NA,NA,69,NA,NA,1,1,1,21,110200,1007588,11104
NA,NA,67,NA,NA,2,1,1,23,55200,1007588,11104
NA,NA,71,NA,NA,1,1,1,19,26100,1007588,11103
NA,NA,73,NA,NA,2,1,1,19,6600,1007588,11103
NA,NA,74,NA,NA,1,1,1,20,323400,1007588,11104
NA,NA,28,3,2310,2,1,1,21,6000,1007588,11103
9,67,30,5,1530,1,1,1,22,85300,1007588,11103
1,81,33,5,6200,1,5,1,16,45030,1007588,11103
1,85,34,2,230,2,5,1,21,20000,1007588,11103
NA,NA,54,NA,NA,2,4,1,20,20100,1007588,11104
1,74,24,1,2910,2,5,2,20,8000,1007588,11104
NA,NA,22,1,4350,2,5,2,20,7000,1007588,11104
NA,NA,21,1,4110,2,5,2,19,12000,1007588,11104
NA,NA,54,NA,NA,2,1,2,6,0,1007588,11103
1,72,56,1,9130,1,1,2,9,25000,1007588,11103
1,75,33,1,6050,1,1,2,11,15000,1007588,11103
NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
NA,NA,7,NA,NA,2,5,1,3,NA,1007588,11103
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103
NA,NA,28,NA,NA,2,1,2,9,0,1007588,11103
NA,NA,69,NA,NA,2,3,1,11,8400,1007588,11103
NA,NA,25,1,5510,1,5,2,18,2000,1007588,11103
1,75,60,1,4850,1,1,1,21,504000,1007588,11106
1,105,58,3,430,2,1,1,21,125000,1007588,11106
10,91,52,1,2200,1,1,1,24,72000,1007588,8303
NA,NA,47,3,3740,2,1,1,21,65250,1007588,8303
1,56,25,1,4110,2,5,1,16,3000,1007588,8303
NA,NA,24,1,4220,1,5,2,21,2300,1007588,8303
1,145,22,1,3955,2,5,1,21,19000,1007588,8303
NA,NA,72,NA,NA,1,1,1,15,3500,1007588,8303
NA,NA,71,NA,NA,2,1,1,16,11100,1007588,8303
1,88,64,1,5820,2,2,1,21,71100,1007588,11106
1,88,59,3,5700,2,2,1,20,56000,1007588,11103
1,97,21,1,410,1,5,1,18,30000,1007588,11103
1,103,23,1,6230,1,5,1,19,30000,1007588,11103
1,103,50,7,6230,1,3,1,16,10000,1007588,11103
1,99,23,1,4720,2,5,1,19,11000,1007588,11103
9,87,60,1,1450,1,1,1,21,127000,1007588,8303
1,130,65,2,4600,2,1,1,21,21200,1007588,8303
NA,NA,20,4,4230,2,5,1,19,14000,1007588,8303
1,76,40,7,3060,1,1,1,23,120000,1007588,11106
NA,NA,81,NA,NA,2,1,1,22,80200,1007588,8303
NA,NA,94,NA,NA,1,1,1,22,83000,1007588,8303
1,114,43,7,630,2,1,1,19,75000,1007588,11103
1,120,49,7,50,1,1,1,20,220000,1007588,11103
NA,NA,22,1,2340,1,5,1,21,4800,1007588,11103
11,NA,44,6,2825,2,1,1,22,65000,1007588,8303
9,133,46,2,2200,1,1,1,24,82000,1007588,8303
NA,NA,7,NA,NA,1,5,1,3,NA,1007588,8303
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,8303
1,64,53,1,1550,1,3,1,18,63000,1007588,11103
1,80,34,5,700,1,5,1,20,40100,1007588,11106
1,85,36,5,9810,2,1,1,21,37000,1007588,11106
NA,NA,75,NA,NA,2,2,1,22,5400,1007588,11106
NA,NA,79,NA,NA,2,2,1,16,18800,1007588,11103
NA,NA,82,NA,NA,2,5,1,16,24900,1007588,11103
NA,NA,63,7,5860,2,1,1,20,14000,1007588,11106
1,86,61,1,4850,1,1,1,21,72000,1007588,11106
1,136,30,1,4000,1,5,1,20,26000,1007588,11106
1,144,29,1,4110,2,1,1,20,36000,1007588,11106
NA,NA,48,6,2630,2,1,1,21,18000,1007588,8303
NA,NA,51,1,110,1,1,1,21,30,1007588,8303
NA,NA,17,NA,NA,1,5,1,14,10,1007588,8303
NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303
NA,NA,11,NA,NA,1,5,1,7,NA,1007588,8303
11,NA,34,1,4610,2,3,1,20,11200,1007588,8303
NA,NA,6,NA,NA,1,5,1,2,NA,1007588,8303
1,107,47,6,4510,2,1,1,21,16700,1007588,8303
1,204,51,1,4110,1,1,1,16,48000,1007588,8303
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
1,109,57,7,430,1,3,1,19,64000,1007588,8303
1,205,18,1,9350,1,5,1,16,9000,1007588,8303
NA,NA,21,1,4220,1,5,2,19,38000,1007588,8303
NA,NA,64,NA,NA,2,2,1,16,24000,1007588,11103
NA,NA,43,1,430,2,1,1,21,0,1007588,8303
1,94,44,1,430,1,1,1,21,180000,1007588,8303
NA,NA,4,NA,NA,1,5,1,2,NA,1007588,8303
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,8303
NA,NA,74,6,2100,2,3,1,23,96000,1007588,8303
NA,NA,94,NA,NA,2,2,1,16,89800,1007588,8303
1,77,68,1,850,1,2,1,21,85000,1007588,8303
1,108,36,1,3255,2,3,2,21,2000,1007588,8303
1,85,32,1,5420,2,5,1,21,28000,1007588,11103
NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11103
1,213,45,1,3930,1,3,1,17,22000,1007588,11103
NA,NA,18,3,4610,2,5,1,15,7700,1007588,8303
NA,NA,23,NA,NA,2,5,1,19,0,1007588,8303
2,204,21,4,2540,2,5,1,19,3000,1007588,8303
NA,NA,21,1,4150,2,5,1,19,16000,1007588,8303
2,204,19,1,4760,2,5,1,19,2000,1007588,8303
1,83,40,1,4700,1,1,1,19,60000,1007588,11103
11,NA,41,6,2630,2,1,1,19,14400,1007588,11103
NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103
NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11103
NA,NA,16,NA,NA,2,5,1,14,9600,1007588,11103
NA,NA,15,NA,NA,2,5,1,12,9600,1007588,11103
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,87,NA,NA,2,2,1,24,12000,1007588,11104
1,92,19,5,5700,2,1,1,16,20000,1007588,11103
1,88,45,1,6200,1,1,1,11,95000,1007588,11103
1,69,47,1,6050,2,1,1,15,28000,1007588,11103
NA,NA,15,NA,NA,1,5,1,11,7400,1007588,11103
NA,NA,78,NA,NA,2,3,1,24,8000,1007588,8303
NA,NA,61,6,4700,2,1,1,21,0,1007588,11106
11,NA,60,6,2850,1,1,1,19,225000,1007588,11106
NA,NA,61,NA,NA,2,1,1,22,36000,1007588,11104
NA,NA,64,2,2050,1,1,1,21,56500,1007588,11104
NA,NA,74,NA,NA,1,1,1,16,44530,1007588,8303
NA,NA,74,NA,NA,2,1,1,16,11000,1007588,8303
1,94,57,2,5940,2,1,1,19,46000,1007588,8303
1,84,58,1,6260,1,1,1,21,38000,1007588,8303
1,70,31,1,1050,1,1,1,21,70000,1007588,11103
1,98,32,1,5700,2,1,1,20,17000,1007588,11103
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
1,88,36,1,3500,2,5,2,19,24200,1007588,11103
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103
NA,NA,16,NA,NA,1,5,1,12,0,1007588,11103
NA,NA,53,NA,NA,2,2,1,16,16800,1007588,11103
1,22,34,1,4020,1,5,2,16,26000,1007588,11103
