"JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
NA,NA,15,NA,NA,2,5,1,12,0,1007588,11106
NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11106
10,135,18,4,5240,2,5,1,18,33200,1007588,8303
1,92,49,3,650,2,1,1,22,82000,1007588,11103
NA,NA,69,NA,NA,1,1,1,19,40000,1007588,11103
NA,NA,45,1,9140,1,1,1,1,15000,1007588,11106
NA,NA,42,1,9640,2,1,1,1,15000,1007588,11106
NA,NA,24,1,8965,1,5,2,16,2000,1007588,11106
1,94,19,1,4720,2,5,1,19,5000,1007588,11106
1,81,58,3,300,1,1,1,21,180000,1007588,11103
1,81,54,3,136,2,1,1,22,130000,1007588,11103
NA,NA,66,NA,NA,2,2,1,20,12300,1007588,11106
1,96,44,1,9600,1,5,2,16,23000,1007588,11106
NA,NA,61,NA,NA,1,3,1,15,18900,1007588,11106
1,103,38,3,2200,2,1,1,22,61000,1007588,11104
1,100,39,1,2600,1,1,1,22,77000,1007588,11104
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11104
11,NA,24,1,4600,2,5,1,19,9600,1007588,11104
1,91,25,1,4700,2,5,2,20,29000,1007588,11103
1,80,25,1,4700,1,5,1,18,48000,1007588,11103
1,57,60,1,8610,1,1,1,9,33000,1007588,11106
1,75,55,6,4230,2,1,1,21,35000,1007588,11106
NA,NA,73,NA,NA,2,1,1,21,30000,1007588,11104
NA,NA,73,NA,NA,1,1,1,19,38400,1007588,11104
1,76,39,1,6660,1,3,1,18,32000,1007588,11104
1,185,18,1,4760,2,5,1,14,1200,1007588,11104
NA,NA,12,NA,NA,1,5,1,8,NA,1007588,11104
1,89,43,4,2310,1,3,1,21,55000,1007588,11104
NA,NA,5,NA,NA,1,5,1,3,NA,1007588,11104
1,63,40,1,6050,1,1,2,9,30000,1007588,11103
1,69,37,1,6050,2,1,2,16,10000,1007588,11103
NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11103
NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,11103
1,106,27,1,20,1,5,1,21,50800,1007588,11104
1,73,62,7,4710,1,1,1,19,325300,1007588,8303
1,109,64,7,4710,2,1,1,21,15000,1007588,8303
1,96,49,2,3160,2,3,1,21,56000,1007588,8303
1,214,19,3,4430,1,5,1,19,11000,1007588,8303
NA,NA,15,NA,NA,2,5,1,12,200,1007588,8303
NA,NA,61,7,3010,1,1,1,23,12000,1007588,8303
NA,NA,57,1,3310,2,1,1,20,0,1007588,8303
1,69,38,1,6005,1,1,1,6,36500,1007588,11103
NA,NA,39,6,4230,2,1,1,16,300,1007588,11103
NA,NA,17,NA,NA,1,5,1,17,0,1007588,11103
1,47,37,1,4130,1,5,1,16,10000,1007588,11103
1,80,56,1,1460,1,1,1,20,113000,1007588,11104
NA,NA,41,NA,NA,2,1,1,21,0,1007588,11104
NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11104
NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104
NA,NA,84,NA,NA,1,2,1,16,25200,1007588,11103
NA,NA,81,1,5400,2,2,1,21,15500,1007588,8303
1,85,32,1,7200,1,5,1,19,65000,1007588,11103
NA,NA,3,NA,NA,1,5,1,1,NA,1007588,11103
1,99,31,1,5400,2,5,1,16,35000,1007588,11103
1,86,49,3,2310,1,4,1,22,80200,1007588,11104
1,80,53,1,3955,1,1,1,20,100000,1007588,11106
1,104,47,1,4965,2,1,1,21,45000,1007588,11106
1,95,58,1,4760,1,3,1,16,35000,1007588,11106
1,78,54,1,7330,1,1,1,16,50000,1007588,11103
NA,NA,52,NA,NA,2,1,1,13,0,1007588,11103
NA,NA,17,NA,NA,2,5,1,14,0,1007588,11103
1,199,50,1,430,1,1,1,1,45000,1007588,8303
1,101,50,1,8965,2,1,1,1,52000,1007588,8303
1,96,23,1,5240,2,5,1,16,5000,1007588,8303
1,96,20,1,4150,2,5,1,16,4800,1007588,8303
NA,NA,78,NA,NA,2,3,1,18,29000,1007588,11106
NA,NA,59,1,5700,2,2,1,18,64000,1007588,11104
1,167,53,1,4610,2,1,1,19,28200,1007588,8303
1,81,63,6,6260,1,1,1,9,26900,1007588,8303
1,130,19,3,4610,2,5,1,19,1400,1007588,8303
NA,NA,23,1,5300,2,5,2,21,4000,1007588,8303
NA,NA,21,1,5300,2,5,2,21,4000,1007588,8303
NA,NA,19,NA,NA,2,5,2,16,0,1007588,8303
NA,NA,19,1,5260,2,5,2,16,16700,1007588,8303
10,80,55,1,6050,1,1,2,9,24000,1007588,11103
1,79,43,1,1760,2,1,1,21,165000,1007588,11104
NA,NA,44,1,2200,1,1,1,22,200,1007588,11104
NA,NA,23,NA,NA,1,5,1,19,0,1007588,11104
1,88,43,1,5510,1,1,1,20,28000,1007588,11104
1,108,60,2,3255,2,1,1,22,140000,1007588,8303
1,94,58,1,220,1,1,1,21,135000,1007588,8303
1,188,17,2,4110,1,5,1,14,3000,1007588,8303
NA,NA,80,1,4760,1,1,1,15,37830,1007588,11104
NA,NA,78,NA,NA,2,1,1,16,10820,1007588,11104
NA,NA,72,NA,NA,2,2,1,21,38300,1007588,8303
1,93,62,1,5520,2,4,2,21,21100,1007588,11103
NA,NA,61,NA,NA,2,5,1,19,12000,1007588,11103
1,85,45,1,4710,1,1,1,16,42000,1007588,11103
NA,NA,41,1,8300,2,1,1,12,12000,1007588,11103
1,66,20,1,5520,1,5,1,19,4000,1007588,11103
NA,NA,14,NA,NA,1,5,1,13,NA,1007588,11103
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
NA,NA,18,2,4620,2,5,1,18,1500,1007588,8303
NA,NA,66,NA,NA,2,3,1,16,3300,1007588,11104
NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11104
NA,NA,17,NA,NA,2,5,1,14,0,1007588,11104
11,NA,57,2,4610,2,4,1,16,123600,1007588,11104
1,85,57,1,1050,1,1,1,19,125000,1007588,8303
1,91,55,1,4230,2,1,1,16,65000,1007588,8303
NA,NA,17,1,7840,1,5,1,14,3900,1007588,11106
1,132,65,3,9120,1,3,1,16,53250,1007588,11103
1,109,44,2,2340,2,5,1,22,2000,1007588,11103
NA,NA,3,NA,NA,1,5,1,2,NA,1007588,11103
NA,NA,83,NA,NA,2,2,1,19,27400,1007588,11106
1,149,73,1,4710,1,1,1,22,134000,1007588,11106
1,149,60,1,5120,2,1,1,18,119000,1007588,11106
1,91,57,2,1530,1,5,1,22,65000,1007588,8303
NA,NA,53,1,6050,1,5,1,19,13000,1007588,11103
1,107,59,7,310,2,3,1,19,36700,1007588,8303
NA,NA,94,NA,NA,2,2,1,21,36400,1007588,8303
1,72,54,1,7810,1,1,1,17,60000,1007588,8303
NA,NA,47,1,4700,2,1,1,13,0,1007588,8303
1,98,66,3,2430,2,5,1,21,22000,1007588,8303
1,72,35,1,9130,1,1,1,16,40000,1007588,11106
NA,NA,33,1,6040,2,1,2,1,0,1007588,11106
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11106
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11106
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11106
1,99,22,4,2200,2,1,2,16,5800,1007588,11106
1,72,30,6,430,1,5,2,18,21000,1007588,11106
1,84,24,1,4240,1,5,1,21,46000,1007588,11106
NA,NA,73,NA,NA,1,5,1,22,49600,1007588,8303
NA,NA,86,NA,NA,1,1,1,8,7400,1007588,8303
NA,NA,86,NA,NA,2,1,1,8,7400,1007588,8303
1,109,36,7,50,1,5,1,21,10000,1007588,11104
1,165,25,4,2200,2,5,1,22,17200,1007588,8303
NA,NA,87,NA,NA,1,2,1,21,13400,1007588,11103
1,99,40,1,410,2,5,1,21,40000,1007588,11104
NA,NA,6,NA,NA,2,5,1,1,NA,1007588,11104
1,83,40,1,6230,1,5,1,21,24000,1007588,11104
1,94,25,1,5360,2,5,1,21,30000,1007588,8303
2,96,27,1,5240,1,5,1,22,60000,1007588,8303
2,96,28,1,5240,1,5,1,21,60000,1007588,8303
1,94,20,1,2720,2,5,2,19,5000,1007588,8303
1,110,66,1,940,2,5,1,22,175500,1007588,8303
NA,NA,61,1,1520,1,1,1,21,74000,1007588,11106
NA,NA,56,NA,NA,2,1,1,19,0,1007588,11106
1,81,31,5,5550,1,3,1,18,45000,1007588,11106
1,82,48,3,5220,2,3,1,21,84000,1007588,8303
NA,NA,60,NA,NA,2,1,1,17,2500,1007588,11106
NA,NA,78,NA,NA,1,1,1,11,11000,1007588,11106
1,82,61,1,8610,1,1,1,21,90000,1007588,11103
11,NA,59,6,3510,2,1,1,21,140000,1007588,11103
NA,NA,82,NA,NA,2,3,1,21,11500,1007588,8303
NA,NA,86,NA,NA,1,1,1,20,93300,1007588,11103
NA,NA,90,NA,NA,2,1,1,16,3000,1007588,11103
NA,NA,69,NA,NA,2,3,1,19,10500,1007588,11106
NA,NA,76,NA,NA,1,1,1,24,322000,1007588,8303
NA,NA,72,NA,NA,2,1,1,22,21600,1007588,8303
NA,NA,24,1,3640,2,1,1,18,7500,1007588,11103
1,85,24,5,9830,1,1,1,16,55000,1007588,11103
NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103
1,94,46,2,2400,1,1,1,21,53000,1007588,8303
NA,NA,38,4,2200,2,1,1,20,1500,1007588,8303
NA,NA,8,NA,NA,2,5,1,6,NA,1007588,8303
11,NA,60,6,2100,2,3,1,23,52000,1007588,11106
NA,NA,66,1,9130,1,1,1,11,13600,1007588,11103
NA,NA,62,NA,NA,2,1,1,14,5300,1007588,11103
1,93,24,1,1360,1,5,1,21,23400,1007588,8303
9,102,23,4,2200,2,5,1,21,104600,1007588,8303
NA,NA,77,NA,NA,2,2,1,21,17300,1007588,11106
NA,NA,51,1,10,1,1,2,21,310000,1007588,11106
NA,NA,46,NA,NA,2,1,2,19,0,1007588,11106
1,68,40,1,6050,2,5,2,1,15000,1007588,11103
NA,NA,15,NA,NA,2,5,1,12,0,1007588,11103
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
11,NA,43,2,430,1,3,1,19,19600,1007588,8303
2,75,22,1,6050,1,5,2,5,20800,1007588,11103
9,106,29,2,2200,2,1,1,24,60150,1007588,8303
9,106,30,2,2200,1,1,1,22,12100,1007588,8303
1,93,32,1,740,2,3,1,21,57000,1007588,11106
8,49,31,3,3540,1,5,1,21,80000,1007588,11103
NA,NA,7,NA,NA,1,5,1,3,NA,1007588,11103
NA,NA,6,NA,NA,1,5,1,1,NA,1007588,11103
NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11103
1,98,32,1,5240,1,5,1,19,48000,1007588,11103
1,98,31,1,4850,1,1,1,19,45000,1007588,11103
NA,NA,25,1,5400,2,1,1,16,0,1007588,11103
NA,NA,94,NA,NA,1,1,1,18,19100,1007588,11104
NA,NA,88,NA,NA,2,1,1,19,8100,1007588,11104
NA,NA,72,1,1020,1,1,1,22,152800,1007588,8303
NA,NA,69,NA,NA,2,1,1,22,19000,1007588,8303
1,82,70,2,5000,2,3,1,20,28000,1007588,11104
NA,NA,85,NA,NA,2,2,1,14,23700,1007588,11104
NA,NA,65,NA,NA,2,5,1,16,14200,1007588,11104
11,NA,76,6,1020,1,1,1,16,26400,1007588,11106
NA,NA,73,NA,NA,2,1,1,16,8900,1007588,11106
1,94,47,6,8350,2,1,1,18,25000,1007588,11103
1,106,51,1,4110,1,1,2,1,15000,1007588,11103
NA,NA,19,NA,NA,1,5,2,18,0,1007588,11103
NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11103
1,261,37,1,7350,1,1,2,9,56000,1007588,11103
1,57,37,1,4720,2,1,2,19,100000,1007588,11103
NA,NA,15,NA,NA,1,5,1,12,0,1007588,11103
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103
NA,NA,8,NA,NA,1,5,1,4,NA,1007588,11103
1,272,36,1,9610,1,4,2,9,25000,1007588,11103
1,69,52,1,9600,1,1,1,7,89000,1007588,11103
10,88,56,6,2910,1,1,1,21,40000,1007588,8303
1,89,54,1,710,2,1,1,24,200000,1007588,8303
NA,NA,16,NA,NA,2,5,1,13,0,1007588,8303
1,67,35,1,3510,2,1,1,19,52000,1007588,11103
1,89,38,1,7200,1,1,1,19,48000,1007588,11103
NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11103
1,83,61,4,2310,2,3,1,22,84000,1007588,8303
1,112,25,1,4760,1,5,1,18,12500,1007588,8303
1,88,53,1,6420,1,3,2,13,55000,1007588,8303
NA,NA,47,1,520,1,5,1,18,43100,1007588,11106
NA,NA,73,NA,NA,2,2,1,9,18300,1007588,11106
NA,NA,94,NA,NA,2,1,1,17,21500,1007588,11103
NA,NA,94,NA,NA,1,1,1,6,38500,1007588,11103
1,89,47,1,350,2,3,1,18,93800,1007588,11103
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,78,NA,NA,2,1,1,16,43200,1007588,8303
NA,NA,79,NA,NA,1,1,1,16,21200,1007588,8303
NA,NA,68,NA,NA,2,1,1,19,49200,1007588,8303
NA,NA,72,NA,NA,1,1,1,19,40800,1007588,8303
1,84,54,1,430,1,1,1,22,155000,1007588,8303
NA,NA,57,2,2400,2,1,1,22,3100,1007588,8303
NA,NA,19,NA,NA,2,5,1,16,0,1007588,8303
NA,NA,16,NA,NA,2,5,1,13,0,1007588,8303
NA,NA,25,1,4760,2,1,1,16,0,1007588,11106
1,74,25,5,7220,1,1,1,16,32000,1007588,11106
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11106
1,72,20,5,9820,1,5,1,18,26000,1007588,11106
1,107,52,1,2850,1,3,1,19,51000,1007588,8303
9,107,39,1,2100,1,5,1,22,102000,1007588,8303
1,80,52,1,7900,1,1,1,17,30000,1007588,11103
NA,NA,43,1,2300,2,1,1,16,0,1007588,11103
NA,NA,11,NA,NA,2,5,1,9,NA,1007588,11103
NA,NA,26,1,4110,1,5,2,17,0,1007588,11103
1,215,24,1,3110,2,5,1,22,100000,1007588,11103
NA,NA,66,NA,NA,1,3,1,18,19900,1007588,11106
1,77,59,1,205,1,3,1,9,41400,1007588,8303
2,102,21,1,5820,2,5,1,20,4600,1007588,8303
NA,NA,62,9,9920,1,1,1,22,100,1007588,11106
1,100,55,1,8740,2,1,1,22,110000,1007588,11106
NA,NA,12,NA,NA,2,5,1,10,NA,1007588,11106
1,172,40,1,6040,2,1,2,13,2000,1007588,11104
1,94,41,1,4220,1,1,2,15,20000,1007588,11104
NA,NA,17,NA,NA,1,5,2,14,0,1007588,11104
1,73,62,1,6050,1,1,1,1,20700,1007588,11104
NA,NA,67,NA,NA,2,1,1,1,4800,1007588,11104
1,97,35,1,5400,2,1,1,16,36000,1007588,11104
1,97,34,1,5400,2,5,1,19,28000,1007588,11104
NA,NA,13,NA,NA,2,5,1,9,NA,1007588,11104
NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11104
NA,NA,10,NA,NA,2,5,1,6,NA,1007588,11104
NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11104
1,73,37,6,9140,1,1,1,19,10000,1007588,11104
NA,NA,19,2,2025,2,5,1,18,6000,1007588,8303
1,86,48,3,1010,1,5,1,21,68000,1007588,11103
NA,NA,20,NA,NA,1,5,2,19,0,1007588,11103
NA,NA,80,2,5700,2,3,1,16,34300,1007588,8303
1,73,57,3,7000,1,1,1,21,75000,1007588,11106
1,97,54,1,4850,2,1,1,19,174000,1007588,11106
NA,NA,17,NA,NA,1,5,1,14,0,1007588,11106
NA,NA,17,NA,NA,2,5,1,14,0,1007588,11106
1,96,37,1,4700,1,3,1,19,60000,1007588,11103
1,172,27,1,5240,1,5,1,19,48000,1007588,11103
1,94,64,1,1410,1,1,1,21,180300,1007588,11106
NA,NA,55,NA,NA,2,1,1,21,100,1007588,11106
NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106
1,109,40,1,430,1,1,1,21,72000,1007588,11103
1,89,39,4,2310,2,1,1,22,84000,1007588,11103
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
NA,NA,5,NA,NA,1,5,1,2,NA,1007588,11103
NA,NA,65,1,5120,2,5,1,16,44000,1007588,11104
NA,NA,30,NA,NA,1,5,1,17,0,1007588,11104
1,88,24,1,1410,1,5,1,22,1500,1007588,8303
NA,NA,27,NA,NA,2,5,1,20,0,1007588,8303
NA,NA,87,NA,NA,1,1,1,24,127700,1007588,8303
NA,NA,82,NA,NA,2,1,1,20,19500,1007588,8303
NA,NA,18,9,9920,2,5,1,18,0,1007588,11106
1,95,44,1,5860,2,5,1,16,51200,1007588,11103
1,96,20,1,4760,2,5,1,16,13000,1007588,11103
NA,NA,12,NA,NA,1,5,2,8,NA,1007588,11103
10,96,20,4,2200,1,5,1,19,30000,1007588,8303
1,95,36,1,1530,1,1,1,21,67400,1007588,8303
1,101,26,1,430,2,1,1,21,35000,1007588,8303
1,89,32,1,2010,1,5,1,21,60000,1007588,8303
9,89,27,4,3740,1,5,1,21,50000,1007588,8303
1,84,44,3,3850,1,1,1,21,170000,1007588,11104
1,76,44,3,3850,2,1,1,22,140000,1007588,11104
NA,NA,14,NA,NA,2,5,1,12,NA,1007588,11104
NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11104
11,NA,53,6,2850,2,1,1,21,15000,1007588,11104
1,117,57,1,8750,1,1,1,19,54000,1007588,11104
NA,NA,21,2,2010,1,5,1,19,250,1007588,8303
NA,NA,21,2,3955,1,5,1,19,7200,1007588,8303
NA,NA,72,NA,NA,2,1,1,21,48800,1007588,11104
NA,NA,72,NA,NA,1,1,1,18,35800,1007588,11104
9,89,64,1,4620,2,1,2,24,240,1007588,8303
1,107,66,6,7340,1,1,1,18,12000,1007588,8303
NA,NA,32,6,6230,1,5,1,17,2000,1007588,8303
NA,NA,24,NA,NA,1,5,1,14,0,1007588,8303
NA,NA,74,NA,NA,2,5,1,22,5800,1007588,11103
1,98,69,1,8830,2,3,1,19,107000,1007588,11103
NA,NA,38,1,6260,1,5,1,16,190,1007588,11103
1,80,61,6,6230,1,1,1,16,60000,1007588,11104
11,NA,60,6,940,2,1,1,18,60000,1007588,11104
1,114,26,1,5610,1,5,1,18,10000,1007588,11104
1,192,23,1,4030,2,5,1,16,3000,1007588,11104
1,108,64,1,2850,1,1,1,22,43000,1007588,8303
1,131,63,1,1020,2,1,1,21,99000,1007588,8303
NA,NA,58,4,430,2,3,1,20,7800,1007588,11103
1,82,34,4,5240,2,5,1,20,52000,1007588,11103
NA,NA,63,NA,NA,2,1,1,23,60040,1007588,11104
11,NA,65,6,410,1,1,1,21,96000,1007588,11104
NA,NA,25,NA,NA,1,5,1,15,7500,1007588,11104
5,102,53,1,5700,2,3,1,19,7000,1007588,11106
NA,NA,26,1,7750,2,1,1,14,0,1007588,11106
1,74,27,1,9640,1,1,1,9,20000,1007588,11106
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11106
NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11106
1,74,23,1,4130,1,5,1,14,14000,1007588,11106
1,74,48,1,9640,1,1,1,9,30000,1007588,11106
NA,NA,47,NA,NA,2,1,1,9,0,1007588,11106
NA,NA,21,NA,NA,2,5,1,14,0,1007588,11106
NA,NA,77,NA,NA,1,1,1,24,31000,1007588,8303
NA,NA,73,NA,NA,2,1,1,21,34000,1007588,8303
1,247,78,2,3930,1,1,1,16,41400,1007588,8303
NA,NA,78,NA,NA,2,1,1,16,14900,1007588,8303
1,90,61,2,5940,2,3,1,20,41000,1007588,8303
1,67,65,1,8600,1,3,1,18,130000,1007588,11103
NA,NA,62,NA,NA,2,3,1,19,0,1007588,11103
1,202,35,3,2200,2,5,1,22,25000,1007588,11103
NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103
1,91,35,1,6260,1,5,1,17,30000,1007588,11103
NA,NA,28,1,6050,2,5,2,16,17000,1007588,11103
NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103
1,99,44,1,4130,1,5,2,16,10000,1007588,11103
1,63,55,1,8800,2,5,2,16,10000,1007588,11103
NA,NA,58,NA,NA,2,5,2,16,0,1007588,11103
1,99,35,1,4030,2,1,2,16,10000,1007588,11103
NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11103
1,207,36,1,4020,1,5,2,16,12000,1007588,11103
1,87,33,1,6050,1,5,2,9,20600,1007588,11103
1,81,31,1,9610,1,5,2,9,24000,1007588,11103
1,160,36,6,4000,1,5,1,23,11000,1007588,8303
NA,NA,53,NA,NA,1,5,1,9,2800,1007588,11103
2,65,65,1,136,1,1,1,21,115300,1007588,11103
NA,NA,56,NA,NA,2,1,1,16,17400,1007588,11103
2,92,29,3,630,2,5,1,21,36000,1007588,11103
NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11103
11,NA,66,6,2100,1,1,1,23,63000,1007588,11106
NA,NA,63,NA,NA,2,1,1,21,0,1007588,11106
NA,NA,71,NA,NA,2,1,1,16,7300,1007588,8303
NA,NA,80,NA,NA,1,1,1,16,26000,1007588,8303
NA,NA,31,1,4700,2,5,2,16,0,1007588,8303
NA,NA,89,1,4760,2,2,1,19,108700,1007588,8303
NA,NA,78,NA,NA,2,2,1,19,14300,1007588,11106
1,90,49,1,4140,2,3,1,19,29400,1007588,8303
NA,NA,21,NA,NA,2,5,1,18,0,1007588,8303
NA,NA,17,NA,NA,2,5,1,15,600,1007588,8303
1,80,50,3,3710,1,1,1,19,140000,1007588,8303
NA,NA,57,NA,NA,2,1,1,18,0,1007588,8303
NA,NA,17,9,9920,2,5,1,13,0,1007588,8303
NA,NA,79,NA,NA,1,3,1,13,20000,1007588,8303
NA,NA,80,NA,NA,2,2,1,18,53000,1007588,11106
NA,NA,55,1,9120,1,2,1,16,11800,1007588,11106
NA,NA,67,6,4510,2,3,1,16,8600,1007588,11106
NA,NA,49,NA,NA,2,1,1,21,0,1007588,8303
1,109,49,7,120,1,1,1,21,27000,1007588,8303
10,120,28,4,2200,2,5,1,22,40800,1007588,8303
NA,NA,75,6,2340,1,1,1,21,202020,1007588,11103
NA,NA,73,NA,NA,2,1,1,21,20700,1007588,11103
NA,NA,47,3,2025,2,5,1,21,8100,1007588,11103
1,82,34,3,565,2,3,1,22,71200,1007588,11103
NA,NA,13,NA,NA,2,5,1,10,NA,1007588,11103
NA,NA,58,1,6040,2,4,1,9,14600,1007588,11103
NA,NA,56,1,7855,1,2,1,16,25900,1007588,11103
NA,NA,74,NA,NA,2,1,1,5,6600,1007588,11103
NA,NA,73,NA,NA,1,1,1,7,14400,1007588,11103
1,102,44,1,4920,1,5,2,20,18700,1007588,11103
NA,NA,39,5,2310,2,5,1,22,21700,1007588,11103
NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103
NA,NA,70,NA,NA,1,1,1,19,42300,1007588,11103
1,160,57,1,5620,2,1,1,19,33000,1007588,11103
1,72,35,1,3640,2,3,1,19,20600,1007588,11103
NA,NA,25,1,4600,2,1,1,21,0,1007588,11103
NA,NA,9,NA,NA,1,5,1,7,NA,1007588,11103
NA,NA,7,NA,NA,1,5,1,6,NA,1007588,11103
NA,NA,5,NA,NA,1,5,1,2,NA,1007588,11103
NA,NA,1,NA,NA,1,5,2,NA,NA,1007588,11103
1,96,31,5,3600,1,1,1,21,42000,1007588,11103
1,74,27,1,4110,2,3,1,20,11000,1007588,8303
NA,NA,59,NA,NA,2,1,1,11,0,1007588,8303
9,78,26,5,8965,1,1,1,19,20000,1007588,11103
1,92,33,1,8040,2,1,1,19,17000,1007588,11103
NA,NA,8,NA,NA,2,5,1,6,NA,1007588,11103
NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11103
1,268,51,1,4120,1,1,1,1,35000,1007588,11103
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
1,125,36,2,4120,1,4,1,14,25000,1007588,11103
1,106,22,1,1020,2,5,1,21,7000,1007588,11106
NA,NA,19,1,9610,1,5,1,19,1600,1007588,11106
1,63,54,1,6440,1,1,1,6,48000,1007588,11106
NA,NA,49,1,9640,2,1,1,8,0,1007588,11106
NA,NA,73,NA,NA,1,1,2,6,0,1007588,11106
1,106,70,1,4940,2,2,1,6,35500,1007588,11106
1,98,20,1,8965,1,5,1,19,5000,1007588,8303
1,106,49,6,4920,2,3,1,19,39960,1007588,8303
1,222,18,1,4150,2,5,1,16,6000,1007588,8303
NA,NA,12,NA,NA,1,5,1,9,NA,1007588,8303
1,83,48,1,7700,1,3,1,17,65000,1007588,8303
NA,NA,18,NA,NA,2,5,1,18,0,1007588,8303
1,80,48,3,3255,2,2,1,21,90000,1007588,11106
1,158,20,1,4010,2,5,1,18,15000,1007588,11106
NA,NA,18,NA,NA,2,5,1,18,0,1007588,11106
1,159,44,1,4760,2,5,1,22,30000,1007588,11106
NA,NA,17,NA,NA,1,5,1,13,0,1007588,11106
NA,NA,71,3,10,2,2,1,18,162000,1007588,11103
1,115,33,4,2200,2,1,1,22,46000,1007588,11106
1,94,34,3,230,1,1,1,24,109000,1007588,11106
NA,NA,11,NA,NA,2,5,1,8,NA,1007588,11106
NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11106
NA,NA,22,1,2830,2,5,1,19,0,1007588,11104
1,156,22,1,4030,2,5,1,19,9300,1007588,11104
NA,NA,20,NA,NA,2,5,1,16,0,1007588,11104
NA,NA,56,6,2630,2,3,1,21,158500,1007588,8303
11,NA,66,6,2850,1,3,1,21,23000,1007588,8303
1,224,20,2,2750,2,5,1,19,17100,1007588,8303
10,180,33,1,1400,1,5,1,20,110000,1007588,8303
NA,NA,29,1,4720,2,5,1,18,0,1007588,8303
NA,NA,66,NA,NA,2,5,1,13,12200,1007588,11104
NA,NA,33,NA,NA,2,3,2,14,8300,1007588,11104
NA,NA,12,NA,NA,2,5,1,8,NA,1007588,11104
NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11104
NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11104
1,104,29,1,4530,1,5,1,21,21800,1007588,11104
NA,NA,21,1,4720,1,5,2,19,120,1007588,11104
NA,NA,16,1,4650,1,5,1,13,0,1007588,11104
1,80,52,1,4230,2,2,1,18,16800,1007588,11104
11,NA,69,2,2550,2,3,1,22,35600,1007588,8303
1,95,39,1,110,2,3,1,21,504000,1007588,8303
NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
NA,NA,69,NA,NA,1,1,1,20,96800,1007588,11104
NA,NA,66,NA,NA,2,1,1,19,21200,1007588,11104
NA,NA,88,NA,NA,2,2,1,21,30000,1007588,11104
NA,NA,73,NA,NA,1,1,1,22,23800,1007588,11103
NA,NA,73,NA,NA,2,1,1,20,12500,1007588,11103
NA,NA,46,1,5840,2,3,1,16,36200,1007588,11103
NA,NA,73,NA,NA,1,1,1,6,12100,1007588,11103
NA,NA,69,NA,NA,2,1,1,21,4800,1007588,11103
1,125,41,6,4510,2,5,1,19,61600,1007588,8303
NA,NA,12,NA,NA,1,5,1,8,NA,1007588,8303
NA,NA,10,NA,NA,1,5,1,6,NA,1007588,8303
NA,NA,35,1,6050,2,4,2,6,18000,1007588,11103
NA,NA,18,NA,NA,1,5,1,13,7200,1007588,11103
NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11103
NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103
NA,NA,8,NA,NA,1,5,1,4,NA,1007588,11103
NA,NA,20,4,2540,1,5,1,16,280,1007588,11106
