"","JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
"200299",NA,NA,8,NA,NA,2,5,1,5,NA,1007588,11106
"200300",NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11106
"200301",1,74,32,1,9640,1,5,2,9,20000,1007588,11106
"200302",1,74,30,1,9640,1,5,2,9,32000,1007588,11106
"200310",NA,NA,73,NA,NA,1,1,1,24,48200,1007588,8303
"200311",NA,NA,66,NA,NA,2,1,1,22,13700,1007588,8303
"200312",NA,NA,70,NA,NA,2,1,1,17,16900,1007588,11104
"200417",1,79,24,5,6230,1,1,1,18,26001,1007588,11106
"200418",NA,NA,24,1,5400,2,1,1,19,0,1007588,11106
"200419",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11106
"200461",1,85,40,6,2100,1,1,1,23,174000,1007588,11106
"200462",NA,NA,37,6,5700,2,1,1,21,10000,1007588,11106
"200463",NA,NA,11,NA,NA,2,5,1,9,NA,1007588,11106
"200464",NA,NA,7,NA,NA,2,5,1,5,NA,1007588,11106
"200465",NA,NA,4,NA,NA,1,5,1,2,NA,1007588,11106
"200635",1,112,60,2,2050,2,1,1,20,1600,1007588,11103
"200636",1,121,61,2,2040,1,1,1,19,45900,1007588,11103
"200637",1,211,30,1,3930,1,1,1,19,36000,1007588,11103
"200638",NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11103
"200639",NA,NA,30,1,4850,2,1,1,21,38000,1007588,11103
"200834",1,219,27,6,2700,1,5,1,20,7200,1007588,8303
"200835",NA,NA,4,NA,NA,1,5,1,2,NA,1007588,8303
"200836",1,117,24,1,4760,2,5,1,19,9000,1007588,8303
"200933",NA,NA,71,2,2000,2,2,1,22,116400,1007588,11106
"200951",NA,NA,38,NA,NA,1,1,1,22,0,1007588,11106
"200952",1,104,37,1,565,2,1,1,22,130000,1007588,11106
"200953",NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11106
"200954",NA,NA,7,NA,NA,2,5,1,5,NA,1007588,11106
"200955",NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11106
"201272",1,100,44,1,9130,1,1,1,19,26100,1007588,11103
"201273",1,100,39,1,2010,2,1,1,21,46000,1007588,11103
"201274",NA,NA,18,9,9920,1,5,1,19,0,1007588,11103
"201275",NA,NA,8,NA,NA,1,5,1,4,NA,1007588,11103
"201276",NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103
"201426",NA,NA,20,4,4230,2,5,1,19,14000,1007588,8303
"201532",8,93,41,5,2310,2,1,1,22,60100,1007588,11103
"201533",1,64,37,5,4220,1,1,1,20,24000,1007588,11103
"201534",NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11103
"201535",NA,NA,1,NA,NA,1,5,1,NA,NA,1007588,11103
"201552",NA,NA,28,1,5940,2,5,1,20,70400,1007588,11106
"201553",1,151,63,1,4760,2,3,1,21,29100,1007588,11106
"201554",10,67,25,1,5240,1,5,1,18,22200,1007588,11106
"201555",NA,NA,26,1,430,1,5,1,21,86000,1007588,11106
"201659",1,69,59,1,20,2,2,1,19,59200,1007588,11103
"201660",1,121,44,1,5000,2,5,1,18,14500,1007588,11103
"201661",NA,NA,87,NA,NA,2,2,1,4,10700,1007588,11103
"201695",NA,NA,94,NA,NA,2,2,1,16,19200,1007588,11106
"201785",1,152,64,6,4600,2,3,1,20,24000,1007588,11104
"202064",1,116,64,2,2000,2,1,1,22,22000,1007588,8303
"202065",NA,NA,66,7,710,1,1,1,21,83100,1007588,8303
"202217",1,91,68,3,5860,2,3,1,18,83330,1007588,11103
"202250",9,98,18,4,630,2,5,1,18,7350,1007588,8303
"202306",1,58,41,1,7340,1,1,1,18,71000,1007588,11104
"202307",1,176,35,2,4760,2,1,1,19,16600,1007588,11104
"202308",NA,NA,15,NA,NA,2,5,1,12,0,1007588,11104
"202724",1,102,47,5,1550,1,1,1,19,80000,1007588,11103
"202725",1,202,41,1,350,2,1,1,19,31500,1007588,11103
"202726",1,81,23,6,4600,2,5,1,19,6000,1007588,11103
"202734",NA,NA,45,NA,NA,2,1,1,7,0,1007588,11103
"202735",1,79,47,1,6050,1,1,1,9,10300,1007588,11103
"202736",NA,NA,19,NA,NA,2,5,1,18,0,1007588,11103
"202737",NA,NA,18,NA,NA,1,5,1,14,0,1007588,11103
"202738",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
"202880",11,NA,19,6,5350,1,5,1,20,10000,1007588,8303
"202881",1,79,21,1,4030,2,5,1,20,30000,1007588,8303
"202882",1,167,21,1,4430,1,5,1,20,12000,1007588,8303
"202883",NA,NA,20,1,5700,1,5,1,19,15000,1007588,8303
"202884",1,167,19,1,4430,1,5,1,19,1100,1007588,8303
"202885",NA,NA,19,1,4720,1,5,1,19,1700,1007588,8303
"203093",1,81,28,1,2310,2,1,1,21,20000,1007588,11104
"203094",1,72,33,6,4220,1,1,1,16,50000,1007588,11104
"203310",1,83,42,1,1220,2,1,1,18,65000,1007588,11106
"203311",1,73,39,1,4760,1,1,1,19,70000,1007588,11106
"203312",1,85,17,1,2720,1,5,1,14,600,1007588,11106
"203313",NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11106
"203322",NA,NA,78,NA,NA,2,1,1,16,15300,1007588,11104
"203464",1,100,32,1,4760,1,1,1,21,250000,1007588,8303
"203465",1,124,32,6,725,2,1,1,20,1900,1007588,8303
"203606",NA,NA,39,3,2310,1,1,1,21,12300,1007588,11106
"203607",1,106,38,2,3255,2,1,1,21,100000,1007588,11106
"203608",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
"203609",NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11106
"203610",NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11106
"203611",NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11106
"203612",NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11106
"203634",NA,NA,88,NA,NA,2,2,1,14,10900,1007588,11104
"203688",NA,NA,39,1,310,2,1,1,19,400,1007588,8303
"203689",1,107,37,1,110,1,1,1,21,558000,1007588,8303
"203690",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
"203691",NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,8303
"203692",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,8303
"203804",1,88,43,2,2000,2,1,1,9,5500,1007588,11103
"203805",1,87,54,1,7630,1,1,2,9,50000,1007588,11103
"203806",1,195,21,2,4220,1,5,2,18,5000,1007588,11103
"203807",NA,NA,17,NA,NA,1,5,1,14,0,1007588,11103
"203808",NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11103
"203809",1,69,50,1,6050,1,5,2,9,28000,1007588,11103
"204228",10,136,17,2,5540,2,5,1,18,13201,1007588,8303
"204464",1,60,42,4,3850,1,3,1,21,108000,1007588,8303
"204465",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
"204521",NA,NA,74,2,410,1,1,1,22,18770,1007588,11104
"204522",NA,NA,74,NA,NA,2,1,1,24,8040,1007588,11104
"204762",NA,NA,60,6,2340,1,1,1,21,2000,1007588,8303
"204763",NA,NA,71,NA,NA,2,1,1,11,40000,1007588,8303
"204861",10,268,18,4,4020,2,5,1,18,33000,1007588,8303
"204947",1,122,73,1,4760,2,3,1,16,29100,1007588,8303
"205111",1,77,59,2,6355,1,1,1,20,60000,1007588,8303
"205112",1,68,49,1,8965,2,1,1,15,52000,1007588,8303
"205113",1,129,38,1,4710,2,5,1,18,40300,1007588,8303
"205114",1,79,29,1,8140,1,1,1,18,50000,1007588,8303
"205115",1,66,24,2,4210,1,5,1,1,30100,1007588,8303
"205116",1,66,24,1,2010,1,5,1,21,20000,1007588,8303
"205117",NA,NA,23,NA,NA,2,5,1,18,0,1007588,8303
"205118",NA,NA,16,9,9920,2,5,1,14,0,1007588,8303
"205119",NA,NA,13,NA,NA,2,5,1,8,NA,1007588,8303
"205120",NA,NA,13,NA,NA,2,5,1,9,NA,1007588,8303
"205121",NA,NA,7,NA,NA,1,5,1,5,NA,1007588,8303
"205122",NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,8303
"205123",NA,NA,40,NA,NA,1,1,1,1,308000,1007588,8303
"205173",1,96,89,1,2830,2,3,1,21,229700,1007588,8303
"205221",1,78,64,1,4760,2,1,1,20,14600,1007588,11103
"205222",1,65,70,6,4810,1,1,1,21,118800,1007588,11103
"205310",1,116,27,1,2000,2,1,1,22,70000,1007588,11103
"205311",1,105,27,1,410,1,1,1,20,40000,1007588,11103
"205312",NA,NA,0,NA,NA,1,5,2,NA,NA,1007588,11103
"205313",1,103,59,1,4510,1,1,2,15,35000,1007588,11103
"205314",NA,NA,53,NA,NA,2,1,1,1,0,1007588,11103
"205315",NA,NA,62,4,2010,2,1,1,22,69000,1007588,11104
"205316",1,172,74,7,4700,1,1,1,21,55600,1007588,11104
"205325",NA,NA,86,NA,NA,2,3,1,16,10400,1007588,11104
"205605",NA,NA,68,1,430,1,1,1,22,256800,1007588,11106
"205606",NA,NA,68,1,5700,2,1,1,18,10800,1007588,11106
"205654",11,NA,63,1,4710,1,1,1,21,150000,1007588,11104
"205655",10,90,58,1,735,2,1,1,19,80000,1007588,11104
"205986",1,93,43,3,2860,2,1,1,19,47000,1007588,11103
"205987",1,92,38,1,4840,1,1,1,16,51000,1007588,11103
"205988",NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11103
"205989",NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103
"206026",NA,NA,85,NA,NA,1,1,1,24,48200,1007588,8303
"206027",NA,NA,84,NA,NA,2,1,1,21,75000,1007588,8303
"206044",11,NA,66,6,1030,1,1,1,22,16650,1007588,11106
"206045",1,74,34,1,1020,1,5,1,21,140000,1007588,11106
"206318",1,103,35,4,230,2,5,1,21,79000,1007588,8303
"206506",NA,NA,19,5,6050,2,5,1,19,1000,1007588,8303
"206507",2,170,19,3,2540,2,5,1,16,400,1007588,8303
"206574",11,NA,52,1,4760,1,1,1,21,514000,1007588,8303
"206575",1,110,47,1,1020,2,1,1,22,100000,1007588,8303
"206576",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,8303
"206585",1,88,65,1,4930,1,1,1,21,57480,1007588,11103
"206586",NA,NA,66,NA,NA,2,1,1,21,3800,1007588,11103
"206850",1,99,45,1,4040,2,1,1,19,12000,1007588,11103
"206851",1,72,49,1,20,1,1,1,19,126000,1007588,11103
"206852",NA,NA,9,NA,NA,1,5,2,7,NA,1007588,11103
"207536",NA,NA,73,NA,NA,2,2,1,20,10800,1007588,11106
"207542",1,80,67,1,150,1,1,1,21,153000,1007588,11106
"207543",NA,NA,73,6,4700,2,1,1,22,7000,1007588,11106
"207805",9,101,23,4,2200,1,5,1,22,60000,1007588,8303
"207953",NA,NA,37,NA,NA,2,1,1,21,0,1007588,11106
"207954",NA,NA,7,NA,NA,2,5,1,3,NA,1007588,11106
"207955",NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11106
"208044",NA,NA,61,NA,NA,1,1,1,21,15000,1007588,11106
"208045",NA,NA,56,3,2310,2,1,1,21,55000,1007588,11106
"208581",8,113,26,1,1020,1,1,1,21,125000,1007588,8303
"208582",NA,NA,27,1,4760,2,1,1,19,5000,1007588,8303
"208623",NA,NA,42,1,6050,2,1,2,9,6000,1007588,11103
"208624",1,76,36,1,6050,1,1,2,1,20000,1007588,11103
"208625",1,70,21,1,4220,1,5,2,16,10000,1007588,11103
"208626",NA,NA,13,NA,NA,1,5,2,10,NA,1007588,11103
"208733",NA,NA,90,1,5860,1,2,1,16,36100,1007588,11104
"209687",NA,NA,72,NA,NA,2,1,1,21,41600,1007588,11104
"209688",NA,NA,73,NA,NA,1,1,1,16,39800,1007588,11104
"209720",NA,NA,61,NA,NA,2,3,1,19,6490,1007588,8303
"209721",NA,NA,69,NA,NA,1,1,1,21,62900,1007588,11104
"209722",NA,NA,65,NA,NA,2,1,1,16,4000,1007588,11104
"209793",NA,NA,77,NA,NA,2,2,1,19,60900,1007588,11104
"209819",1,141,74,2,5400,2,5,1,22,17600,1007588,11104
"210019",NA,NA,71,NA,NA,1,1,1,13,14690,1007588,11106
"210020",NA,NA,63,7,310,2,1,1,16,7390,1007588,11106
"210081",1,62,48,1,6050,1,1,1,15,24000,1007588,11103
"210082",1,76,48,1,7750,2,1,1,14,20000,1007588,11103
"210083",NA,NA,19,NA,NA,2,5,1,16,0,1007588,11103
"210084",NA,NA,16,NA,NA,2,5,1,13,0,1007588,11103
"210085",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103
"210086",NA,NA,4,NA,NA,1,5,1,1,NA,1007588,11103
"211117",11,NA,65,1,630,2,1,1,24,183900,1007588,11104
"211118",NA,NA,69,NA,NA,1,1,1,22,58900,1007588,11104
"211119",NA,NA,94,NA,NA,1,2,1,22,136700,1007588,11104
"211564",NA,NA,48,4,3255,1,5,1,20,62500,1007588,11103
"211826",NA,NA,70,1,7000,1,1,1,20,45600,1007588,8303
"211827",NA,NA,64,1,5700,2,1,1,19,25600,1007588,8303
"212077",10,157,25,4,2200,1,5,1,22,11500,1007588,8303
"212367",1,77,22,5,9820,2,5,1,16,24000,1007588,11106
"212445",1,208,19,4,2340,2,5,1,19,7200,1007588,8303
"212446",NA,NA,20,9,9920,1,5,1,19,2100,1007588,8303
"212447",NA,NA,18,1,4760,2,5,1,19,600,1007588,8303
"212717",9,192,20,1,2720,2,5,1,19,3000,1007588,8303
"212718",NA,NA,21,1,4600,2,5,1,19,6000,1007588,8303
"212719",9,107,20,4,5120,2,5,1,19,5000,1007588,8303
"212720",NA,NA,20,1,2720,2,5,1,19,5000,1007588,8303
"212721",9,83,20,4,4700,2,5,1,19,13200,1007588,8303
"212796",1,72,42,5,5310,1,1,1,23,83000,1007588,11106
"212797",1,97,40,6,3000,2,1,1,24,130000,1007588,11106
"212798",NA,NA,11,NA,NA,1,5,1,7,NA,1007588,11106
"212799",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11106
"213064",NA,NA,78,NA,NA,1,1,1,24,61800,1007588,8303
"213065",NA,NA,76,NA,NA,2,1,1,21,10000,1007588,8303
"213136",NA,NA,61,NA,NA,1,1,1,21,37000,1007588,11106
"213137",11,NA,64,6,2630,2,1,1,20,36000,1007588,11106
"213153",1,46,48,1,9600,1,1,2,16,96000,1007588,11103
"213154",1,88,44,1,6040,2,1,1,12,10400,1007588,11103
"213155",1,117,24,1,4720,1,5,2,19,19000,1007588,11103
"213214",NA,NA,49,NA,NA,2,1,1,14,0,1007588,11103
"213215",1,48,49,6,9130,1,1,1,12,30000,1007588,11103
"213277",1,74,37,1,9130,1,1,1,19,65000,1007588,11104
"213278",NA,NA,35,1,3600,2,1,1,19,0,1007588,11104
"213279",NA,NA,5,NA,NA,2,5,1,2,NA,1007588,11104
"213280",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11104
"213633",1,106,32,1,5120,2,1,1,16,18000,1007588,11106
"213634",1,98,32,7,7315,1,1,1,17,40000,1007588,11106
"213963",NA,NA,67,6,710,2,3,1,22,45000,1007588,8303
"214068",NA,NA,17,NA,NA,2,5,1,18,0,1007588,8303
"214229",NA,NA,64,NA,NA,1,3,1,19,14400,1007588,8303
"214252",1,67,37,1,7750,1,1,1,21,55000,1007588,11104
"214253",NA,NA,42,NA,NA,2,1,1,19,0,1007588,11104
"214293",NA,NA,84,NA,NA,1,1,1,23,181000,1007588,11103
"214294",NA,NA,73,NA,NA,2,1,1,21,17000,1007588,11103
"214317",1,172,20,1,1107,1,5,1,16,5450,1007588,8303
"214318",NA,NA,20,1,4760,1,5,1,19,15400,1007588,8303
"214410",11,NA,44,6,6355,1,3,1,19,101200,1007588,11104
"214411",1,85,45,3,230,2,3,1,22,90000,1007588,11104
"214547",NA,NA,18,1,4720,2,5,1,16,2701,1007588,8303
"215108",NA,NA,69,NA,NA,1,1,1,21,110200,1007588,11104
"215109",NA,NA,67,NA,NA,2,1,1,23,55200,1007588,11104
"215548",NA,NA,71,NA,NA,1,1,1,19,26100,1007588,11103
"215549",NA,NA,73,NA,NA,2,1,1,19,6600,1007588,11103
"215622",NA,NA,74,NA,NA,1,1,1,20,323400,1007588,11104
"215717",NA,NA,28,3,2310,2,1,1,21,6000,1007588,11103
"215718",9,67,30,5,1530,1,1,1,22,85300,1007588,11103
"215738",1,81,33,5,6200,1,5,1,16,45030,1007588,11103
"215739",1,85,34,2,230,2,5,1,21,20000,1007588,11103
"216029",NA,NA,54,NA,NA,2,4,1,20,20100,1007588,11104
"216030",1,74,24,1,2910,2,5,2,20,8000,1007588,11104
"216031",NA,NA,22,1,4350,2,5,2,20,7000,1007588,11104
"216032",NA,NA,21,1,4110,2,5,2,19,12000,1007588,11104
"216101",NA,NA,54,NA,NA,2,1,2,6,0,1007588,11103
"216102",1,72,56,1,9130,1,1,2,9,25000,1007588,11103
"216103",1,75,33,1,6050,1,1,2,11,15000,1007588,11103
"216104",NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
"216105",NA,NA,7,NA,NA,2,5,1,3,NA,1007588,11103
"216106",NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11103
"216107",NA,NA,28,NA,NA,2,1,2,9,0,1007588,11103
"216191",NA,NA,69,NA,NA,2,3,1,11,8400,1007588,11103
"216192",NA,NA,25,1,5510,1,5,2,18,2000,1007588,11103
"216281",1,75,60,1,4850,1,1,1,21,504000,1007588,11106
"216282",1,105,58,3,430,2,1,1,21,125000,1007588,11106
"216405",10,91,52,1,2200,1,1,1,24,72000,1007588,8303
"216406",NA,NA,47,3,3740,2,1,1,21,65250,1007588,8303
"216407",1,56,25,1,4110,2,5,1,16,3000,1007588,8303
"216408",NA,NA,24,1,4220,1,5,2,21,2300,1007588,8303
"216409",1,145,22,1,3955,2,5,1,21,19000,1007588,8303
"216628",NA,NA,72,NA,NA,1,1,1,15,3500,1007588,8303
"216629",NA,NA,71,NA,NA,2,1,1,16,11100,1007588,8303
"216746",1,88,64,1,5820,2,2,1,21,71100,1007588,11106
"216747",1,88,59,3,5700,2,2,1,20,56000,1007588,11103
"216748",1,97,21,1,410,1,5,1,18,30000,1007588,11103
"216751",1,103,23,1,6230,1,5,1,19,30000,1007588,11103
"216752",1,103,50,7,6230,1,3,1,16,10000,1007588,11103
"216753",1,99,23,1,4720,2,5,1,19,11000,1007588,11103
"216794",9,87,60,1,1450,1,1,1,21,127000,1007588,8303
"216795",1,130,65,2,4600,2,1,1,21,21200,1007588,8303
"216866",NA,NA,20,4,4230,2,5,1,19,14000,1007588,8303
"217080",1,76,40,7,3060,1,1,1,23,120000,1007588,11106
"217291",NA,NA,81,NA,NA,2,1,1,22,80200,1007588,8303
"217292",NA,NA,94,NA,NA,1,1,1,22,83000,1007588,8303
"217343",1,114,43,7,630,2,1,1,19,75000,1007588,11103
"217344",1,120,49,7,50,1,1,1,20,220000,1007588,11103
"217345",NA,NA,22,1,2340,1,5,1,21,4800,1007588,11103
"217386",11,NA,44,6,2825,2,1,1,22,65000,1007588,8303
"217387",9,133,46,2,2200,1,1,1,24,82000,1007588,8303
"217388",NA,NA,7,NA,NA,1,5,1,3,NA,1007588,8303
"217389",NA,NA,4,NA,NA,1,5,1,1,NA,1007588,8303
"217443",1,64,53,1,1550,1,3,1,18,63000,1007588,11103
"217539",1,80,34,5,700,1,5,1,20,40100,1007588,11106
"217540",1,85,36,5,9810,2,1,1,21,37000,1007588,11106
"217541",NA,NA,75,NA,NA,2,2,1,22,5400,1007588,11106
"217669",NA,NA,79,NA,NA,2,2,1,16,18800,1007588,11103
"217670",NA,NA,82,NA,NA,2,5,1,16,24900,1007588,11103
"217837",NA,NA,63,7,5860,2,1,1,20,14000,1007588,11106
"217838",1,86,61,1,4850,1,1,1,21,72000,1007588,11106
"217839",1,136,30,1,4000,1,5,1,20,26000,1007588,11106
"217840",1,144,29,1,4110,2,1,1,20,36000,1007588,11106
"217889",NA,NA,48,6,2630,2,1,1,21,18000,1007588,8303
"217890",NA,NA,51,1,110,1,1,1,21,30,1007588,8303
"217891",NA,NA,17,NA,NA,1,5,1,14,10,1007588,8303
"217892",NA,NA,15,NA,NA,1,5,1,12,0,1007588,8303
"217893",NA,NA,11,NA,NA,1,5,1,7,NA,1007588,8303
"217937",11,NA,34,1,4610,2,3,1,20,11200,1007588,8303
"217938",NA,NA,6,NA,NA,1,5,1,2,NA,1007588,8303
"218137",1,107,47,6,4510,2,1,1,21,16700,1007588,8303
"218138",1,204,51,1,4110,1,1,1,16,48000,1007588,8303
"218139",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,8303
"218246",1,109,57,7,430,1,3,1,19,64000,1007588,8303
"218247",1,205,18,1,9350,1,5,1,16,9000,1007588,8303
"218430",NA,NA,21,1,4220,1,5,2,19,38000,1007588,8303
"218471",NA,NA,64,NA,NA,2,2,1,16,24000,1007588,11103
"218491",NA,NA,43,1,430,2,1,1,21,0,1007588,8303
"218492",1,94,44,1,430,1,1,1,21,180000,1007588,8303
"218493",NA,NA,4,NA,NA,1,5,1,2,NA,1007588,8303
"218494",NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,8303
"218495",NA,NA,74,6,2100,2,3,1,23,96000,1007588,8303
"218894",NA,NA,94,NA,NA,2,2,1,16,89800,1007588,8303
"219036",1,77,68,1,850,1,2,1,21,85000,1007588,8303
"219037",1,108,36,1,3255,2,3,2,21,2000,1007588,8303
"219102",1,85,32,1,5420,2,5,1,21,28000,1007588,11103
"219103",NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11103
"219104",1,213,45,1,3930,1,3,1,17,22000,1007588,11103
"219140",NA,NA,18,3,4610,2,5,1,15,7700,1007588,8303
"219141",NA,NA,23,NA,NA,2,5,1,19,0,1007588,8303
"219142",2,204,21,4,2540,2,5,1,19,3000,1007588,8303
"219143",NA,NA,21,1,4150,2,5,1,19,16000,1007588,8303
"219144",2,204,19,1,4760,2,5,1,19,2000,1007588,8303
"219533",1,83,40,1,4700,1,1,1,19,60000,1007588,11103
"219534",11,NA,41,6,2630,2,1,1,19,14400,1007588,11103
"219535",NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103
"219536",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11103
"219537",NA,NA,16,NA,NA,2,5,1,14,9600,1007588,11103
"219538",NA,NA,15,NA,NA,2,5,1,12,9600,1007588,11103
"219539",NA,NA,12,NA,NA,1,5,1,9,NA,1007588,11103
"219573",NA,NA,87,NA,NA,2,2,1,24,12000,1007588,11104
"219599",1,92,19,5,5700,2,1,1,16,20000,1007588,11103
"219710",1,88,45,1,6200,1,1,1,11,95000,1007588,11103
"219711",1,69,47,1,6050,2,1,1,15,28000,1007588,11103
"219712",NA,NA,15,NA,NA,1,5,1,11,7400,1007588,11103
"219920",NA,NA,78,NA,NA,2,3,1,24,8000,1007588,8303
"220165",NA,NA,61,6,4700,2,1,1,21,0,1007588,11106
"220166",11,NA,60,6,2850,1,1,1,19,225000,1007588,11106
"220177",NA,NA,61,NA,NA,2,1,1,22,36000,1007588,11104
"220178",NA,NA,64,2,2050,1,1,1,21,56500,1007588,11104
"220223",NA,NA,74,NA,NA,1,1,1,16,44530,1007588,8303
"220224",NA,NA,74,NA,NA,2,1,1,16,11000,1007588,8303
"220233",1,94,57,2,5940,2,1,1,19,46000,1007588,8303
"220234",1,84,58,1,6260,1,1,1,21,38000,1007588,8303
"220521",1,70,31,1,1050,1,1,1,21,70000,1007588,11103
"220522",1,98,32,1,5700,2,1,1,20,17000,1007588,11103
"220523",NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
"220524",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
"220760",1,88,36,1,3500,2,5,2,19,24200,1007588,11103
"220761",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
"220762",NA,NA,5,NA,NA,2,5,1,1,NA,1007588,11103
"220763",NA,NA,16,NA,NA,1,5,1,12,0,1007588,11103
"220764",NA,NA,53,NA,NA,2,2,1,16,16800,1007588,11103
"221246",1,22,34,1,4020,1,5,2,16,26000,1007588,11103
"221247",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11103
"221248",NA,NA,6,NA,NA,1,5,1,2,NA,1007588,11103
"221249",NA,NA,28,1,5400,2,5,1,19,43500,1007588,11103
"221264",10,114,63,2,4720,1,5,1,19,56900,1007588,8303
"221568",1,91,61,3,3850,1,1,1,20,100000,1007588,11106
"221569",NA,NA,54,NA,NA,2,1,1,18,0,1007588,11106
"221664",1,96,29,1,5700,2,1,2,18,53000,1007588,11104
"221665",1,80,46,1,6440,1,1,1,17,50000,1007588,11104
"221666",NA,NA,12,NA,NA,2,5,2,10,NA,1007588,11104
"221858",1,74,37,4,2100,1,1,1,23,145000,1007588,11103
"221859",1,50,37,1,2340,2,1,1,23,15000,1007588,11103
"221860",NA,NA,5,NA,NA,1,5,1,3,NA,1007588,11103
"221861",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
"221929",1,73,61,2,3258,1,1,1,22,98350,1007588,11106
"221930",1,97,65,2,1650,2,1,1,22,124060,1007588,11106
"222094",9,85,35,3,7630,1,1,1,19,50000,1007588,8303
"222095",1,92,26,1,2340,2,1,1,20,30000,1007588,8303
"222096",1,107,34,1,2100,1,1,1,23,119600,1007588,8303
"222097",1,104,31,1,2100,2,1,1,23,179600,1007588,8303
"222201",1,94,30,1,50,2,1,1,21,179000,1007588,11106
"222242",1,102,55,1,800,2,3,1,21,75000,1007588,11106
"222268",NA,NA,78,NA,NA,1,2,1,22,58400,1007588,11103
"222375",1,107,48,1,50,1,1,1,21,120000,1007588,11104
"222376",1,95,35,3,4965,2,1,1,21,71000,1007588,11104
"222377",1,116,22,1,4760,2,5,1,20,8000,1007588,11104
"222378",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,11104
"222567",1,79,38,1,8740,1,1,1,21,95000,1007588,11103
"222568",1,85,35,3,2310,2,1,1,22,60000,1007588,11103
"222569",NA,NA,12,NA,NA,2,5,1,9,NA,1007588,11103
"222570",NA,NA,5,NA,NA,1,5,1,2,NA,1007588,11103
"222576",NA,NA,56,1,4720,1,5,1,19,5800,1007588,8303
"222643",NA,NA,66,NA,NA,2,3,1,23,72000,1007588,8303
"222845",NA,NA,19,4,2540,2,5,1,19,30300,1007588,8303
"222846",1,121,73,6,4700,1,2,1,18,39900,1007588,8303
"223013",9,144,20,1,4720,2,5,1,19,21200,1007588,8303
"223700",1,104,49,1,2000,2,5,2,19,28500,1007588,11103
"223701",NA,NA,2,NA,NA,1,5,2,NA,NA,1007588,11103
"224012",NA,NA,67,1,5150,2,3,1,19,48300,1007588,11104
"224013",NA,NA,10,NA,NA,1,5,1,6,NA,1007588,11104
"224050",1,111,55,1,5120,2,1,1,16,50000,1007588,11104
"224051",1,106,59,3,430,1,1,1,21,125000,1007588,11104
"224113",NA,NA,68,NA,NA,2,1,1,21,30300,1007588,8303
"224114",NA,NA,81,NA,NA,1,1,1,21,106400,1007588,8303
"224170",11,NA,43,2,430,1,3,1,19,19600,1007588,8303
"224398",1,106,57,2,1530,1,1,1,16,46000,1007588,11104
"224399",NA,NA,52,2,4600,2,1,1,18,1500,1007588,11104
"224797",NA,NA,77,NA,NA,1,1,1,22,20600,1007588,11106
"224798",1,104,67,1,136,2,1,1,21,183600,1007588,11106
"224946",1,85,68,2,100,1,1,1,16,191660,1007588,8303
"224947",NA,NA,65,2,5700,2,1,1,20,40680,1007588,8303
"225072",NA,NA,70,NA,NA,2,1,1,21,8000,1007588,8303
"225073",1,98,74,6,205,1,1,1,19,59100,1007588,8303
"225136",1,119,48,1,4760,1,3,1,14,52000,1007588,8303
