"","JWTR","JWAP","AGEP","COW","OCCP","SEX","MAR","HICOV","SCHL","PINCP","ADJINC","PUMA"
"225137",1,204,26,2,4110,1,5,1,19,12400,1007588,8303
"225145",1,43,36,6,5240,1,1,2,9,20000,1007588,11106
"225146",1,62,34,6,5240,2,1,2,16,20000,1007588,11106
"225147",NA,NA,14,NA,NA,2,5,1,10,NA,1007588,11106
"225148",NA,NA,12,NA,NA,2,5,1,10,NA,1007588,11106
"225149",NA,NA,10,NA,NA,2,5,1,5,NA,1007588,11106
"225150",NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11106
"225151",NA,NA,9,NA,NA,1,5,1,4,NA,1007588,11106
"225152",1,68,50,1,6050,1,1,2,1,15000,1007588,11106
"225153",1,68,46,1,6050,2,1,2,1,13000,1007588,11106
"225154",1,74,24,1,6050,1,5,2,9,12700,1007588,11106
"225155",1,68,19,1,6050,2,5,2,9,7000,1007588,11106
"225272",1,127,68,2,4430,2,3,1,18,37000,1007588,11106
"225455",NA,NA,80,NA,NA,2,3,1,21,0,1007588,11104
"225598",NA,NA,76,NA,NA,1,1,1,21,317500,1007588,8303
"225599",NA,NA,76,NA,NA,2,1,1,21,44000,1007588,8303
"225786",1,92,40,1,5000,2,1,1,21,90000,1007588,11103
"225787",1,66,48,1,7220,1,1,1,9,80000,1007588,11103
"225788",NA,NA,16,NA,NA,1,5,1,13,0,1007588,11103
"225789",NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11103
"225941",1,96,62,1,5860,1,1,1,22,116000,1007588,11103
"225942",NA,NA,64,NA,NA,2,1,1,16,0,1007588,11103
"225943",NA,NA,45,1,7900,1,5,1,16,0,1007588,11103
"226026",NA,NA,67,5,800,1,1,1,21,112000,1007588,11106
"226027",1,97,66,3,2310,2,1,1,22,80000,1007588,11106
"226042",1,223,49,3,3255,1,1,1,21,120000,1007588,11106
"226043",1,272,48,2,3600,2,1,1,19,6000,1007588,11106
"226044",NA,NA,16,NA,NA,2,5,1,12,0,1007588,11106
"226045",NA,NA,14,NA,NA,2,5,1,11,NA,1007588,11106
"226046",1,184,23,1,4620,2,5,1,21,20000,1007588,11106
"226301",1,104,26,2,725,2,5,1,21,39000,1007588,11104
"226302",1,94,36,3,800,2,5,1,20,52000,1007588,11104
"226319",1,83,54,3,2310,2,1,1,22,51000,1007588,11103
"226320",1,91,54,1,9130,1,1,1,19,50000,1007588,11103
"226321",NA,NA,18,1,6420,1,5,1,15,1000,1007588,11103
"226322",NA,NA,15,NA,NA,1,5,1,12,800,1007588,11103
"226475",1,85,45,3,2310,2,3,1,22,98600,1007588,8303
"226476",NA,NA,13,NA,NA,2,5,1,10,NA,1007588,8303
"226477",NA,NA,8,NA,NA,1,5,1,5,NA,1007588,8303
"226504",1,99,60,1,4020,2,1,2,9,17000,1007588,11103
"226505",NA,NA,70,NA,NA,1,1,2,1,0,1007588,11103
"226506",NA,NA,35,NA,NA,2,1,2,11,0,1007588,11103
"226507",1,96,25,1,4720,2,5,1,16,25000,1007588,11103
"226508",NA,NA,10,NA,NA,2,5,1,7,NA,1007588,11103
"226509",NA,NA,10,NA,NA,1,5,1,8,NA,1007588,11103
"226510",NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11103
"226511",NA,NA,0,NA,NA,1,5,1,NA,NA,1007588,11103
"226512",1,80,37,1,6050,1,1,2,16,31000,1007588,11103
"226608",1,112,29,1,9030,1,5,1,19,58000,1007588,11104
"226609",1,112,28,1,5410,1,5,1,18,46200,1007588,11104
"226868",1,121,68,1,800,2,1,1,23,145300,1007588,8303
"226958",1,43,50,1,4020,2,1,1,9,300,1007588,11103
"226959",NA,NA,50,NA,NA,1,1,1,13,0,1007588,11103
"226960",NA,NA,22,1,8920,1,5,1,16,7000,1007588,11103
"226961",NA,NA,19,NA,NA,2,5,1,19,0,1007588,11103
"227000",NA,NA,24,1,4720,2,5,1,20,46000,1007588,8303
"227001",NA,NA,73,1,4850,1,1,1,21,25300,1007588,11106
"227002",NA,NA,66,1,4700,2,1,1,19,3000,1007588,11106
"227034",1,81,43,1,3060,2,5,1,23,120040,1007588,11106
"227035",NA,NA,73,NA,NA,2,3,1,16,33000,1007588,11106
"227105",NA,NA,55,NA,NA,1,1,1,9,34800,1007588,11103
"227498",NA,NA,87,NA,NA,1,1,1,21,40500,1007588,11106
"227499",NA,NA,86,NA,NA,2,1,1,16,6600,1007588,11106
"227668",1,95,54,1,300,1,1,1,22,215000,1007588,8303
"227669",NA,NA,54,1,330,2,1,1,20,0,1007588,8303
"227756",1,74,21,5,9820,1,5,1,18,16000,1007588,11103
"228210",NA,NA,21,1,5120,1,5,1,19,10000,1007588,8303
"228211",NA,NA,21,NA,NA,1,5,1,19,80000,1007588,8303
"228212",1,83,21,4,5420,1,5,1,19,5800,1007588,8303
"228286",NA,NA,61,2,3220,2,1,1,20,30200,1007588,8303
"228287",9,109,61,1,4850,1,1,1,20,16600,1007588,8303
"228288",NA,NA,23,NA,NA,1,5,2,19,0,1007588,8303
"228289",NA,NA,20,NA,NA,1,5,1,19,0,1007588,8303
"228334",NA,NA,77,NA,NA,1,1,1,22,46500,1007588,11106
"228335",NA,NA,76,NA,NA,2,1,1,20,9100,1007588,11106
"228801",1,75,50,5,700,1,1,1,21,89200,1007588,11106
"228802",1,91,46,3,2010,2,1,1,22,50000,1007588,11106
"228803",NA,NA,2,NA,NA,1,5,1,NA,NA,1007588,11106
"228804",9,61,22,1,4220,1,5,1,19,21000,1007588,11106
"228840",NA,NA,58,6,2100,1,3,1,23,12000,1007588,11104
"228946",1,54,42,1,7700,1,1,1,20,64000,1007588,11103
"228947",1,116,41,1,2340,2,1,1,19,1800,1007588,11103
"228948",NA,NA,15,NA,NA,1,5,1,13,0,1007588,11103
"228949",NA,NA,12,NA,NA,2,5,1,10,NA,1007588,11103
"228950",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
"229178",NA,NA,66,NA,NA,2,1,1,22,26300,1007588,11106
"229179",NA,NA,66,NA,NA,1,1,1,22,162000,1007588,11106
"229242",NA,NA,22,NA,NA,2,5,1,19,2000,1007588,8303
"229356",1,94,48,3,5700,2,5,1,18,56000,1007588,11106
"229357",1,94,34,3,1965,1,3,1,22,20000,1007588,11106
"229358",1,202,28,1,6260,1,5,1,13,32000,1007588,11106
"229720",1,101,20,1,5860,2,5,2,20,15200,1007588,8303
"230249",12,72,40,6,5400,2,1,1,11,18100,1007588,11104
"230250",NA,NA,39,1,5620,1,1,1,17,3300,1007588,11104
"230251",NA,NA,63,NA,NA,1,1,1,18,15000,1007588,11104
"230290",10,87,55,3,2540,2,5,1,16,9000,1007588,11103
"230361",NA,NA,90,NA,NA,1,1,1,16,31400,1007588,11103
"230362",NA,NA,90,NA,NA,2,1,1,16,7200,1007588,11103
"230856",10,211,20,2,726,1,5,1,19,2001,1007588,8303
"231257",11,NA,65,6,4820,1,1,1,20,51600,1007588,11106
"231258",NA,NA,65,NA,NA,2,1,1,19,9900,1007588,11106
"231298",NA,NA,50,1,4760,1,1,1,16,6800,1007588,11106
"231299",1,194,50,1,9130,1,1,1,15,125000,1007588,11106
"231300",1,103,52,1,8500,1,3,2,18,60000,1007588,11106
"231301",1,102,43,1,5520,2,3,1,16,60000,1007588,11106
"231437",NA,NA,55,1,430,1,1,1,21,67940,1007588,8303
"231438",1,102,54,1,5160,2,1,1,20,28000,1007588,8303
"231439",NA,NA,25,1,2630,2,5,1,20,22000,1007588,8303
"231440",1,204,21,1,4130,1,5,1,16,18000,1007588,8303
"231533",NA,NA,80,NA,NA,1,1,1,12,10800,1007588,11103
"231546",1,123,37,3,2015,2,1,1,21,86900,1007588,11106
"231547",1,169,34,3,2015,2,1,1,21,55000,1007588,11106
"231646",1,93,62,6,3010,1,1,1,23,367500,1007588,8303
"231647",NA,NA,61,NA,NA,2,1,1,22,0,1007588,8303
"231648",1,104,19,1,4760,2,5,1,16,21000,1007588,8303
"231729",NA,NA,72,NA,NA,1,3,1,16,28000,1007588,8303
"231866",NA,NA,34,1,5610,2,1,2,19,0,1007588,11103
"231867",1,61,40,1,7410,1,1,2,16,35000,1007588,11103
"231868",NA,NA,11,NA,NA,1,5,1,8,NA,1007588,11103
"231869",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11103
"231870",NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103
"231897",1,98,59,1,1020,1,1,1,22,146000,1007588,8303
"231898",1,102,54,1,1020,2,1,1,22,100000,1007588,8303
"231899",NA,NA,17,NA,NA,2,5,1,13,0,1007588,8303
"231900",NA,NA,12,NA,NA,1,5,1,10,NA,1007588,8303
"232037",1,88,44,2,3320,1,1,1,21,90000,1007588,11103
"232038",NA,NA,44,NA,NA,2,1,1,21,0,1007588,11103
"232039",NA,NA,8,NA,NA,1,5,1,5,NA,1007588,11103
"232214",1,78,52,3,5700,2,4,1,19,48000,1007588,11104
"232215",NA,NA,27,1,4250,1,5,2,16,4000,1007588,11104
"232216",1,83,59,3,430,1,3,1,19,63800,1007588,11104
"232284",NA,NA,36,1,2300,2,1,1,20,12000,1007588,8303
"232285",1,108,33,1,4510,1,1,1,18,449000,1007588,8303
"232286",NA,NA,0,NA,NA,2,5,1,NA,NA,1007588,8303
"232360",NA,NA,65,2,4020,2,1,1,15,9200,1007588,11103
"232361",NA,NA,41,NA,NA,1,5,1,16,5200,1007588,11103
"232362",2,124,36,1,5620,1,5,2,14,22100,1007588,11103
"232363",1,50,48,1,4720,2,5,2,13,19600,1007588,11103
"232608",1,59,46,1,4720,1,4,2,15,25000,1007588,11104
"232609",NA,NA,31,NA,NA,2,5,2,15,0,1007588,11104
"232900",1,108,32,3,3230,2,5,1,22,20000,1007588,8303
"232901",1,69,32,1,3060,1,5,1,24,181200,1007588,8303
"232940",NA,NA,18,1,3955,2,5,1,19,2500,1007588,8303
"233081",NA,NA,82,NA,NA,2,3,1,14,7000,1007588,11104
"233104",NA,NA,70,1,5140,2,5,1,19,16400,1007588,11103
"233105",NA,NA,74,NA,NA,2,2,1,20,0,1007588,11103
"233106",NA,NA,65,1,3255,2,5,1,20,36400,1007588,11103
"233266",NA,NA,59,NA,NA,2,1,1,9,18000,1007588,11106
"233267",1,79,64,2,3600,1,1,1,19,59000,1007588,11106
"233367",2,193,22,1,4110,2,5,1,19,19400,1007588,8303
"233368",NA,NA,22,1,9130,1,5,1,19,12200,1007588,8303
"233620",1,104,38,4,1760,2,1,1,24,59000,1007588,8303
"233621",NA,NA,37,1,2630,1,1,1,21,28300,1007588,8303
"233932",NA,NA,63,3,5700,2,1,1,19,22800,1007588,11104
"233933",NA,NA,69,1,565,1,1,1,21,84000,1007588,11104
"234057",1,85,46,1,5860,1,3,1,21,80000,1007588,11103
"234152",1,178,32,1,9130,1,1,1,12,45000,1007588,11103
"234153",NA,NA,32,9,9920,2,1,1,12,0,1007588,11103
"234154",NA,NA,6,NA,NA,2,5,1,3,NA,1007588,11103
"234155",NA,NA,19,9,9920,2,5,2,18,0,1007588,11103
"234156",NA,NA,66,NA,NA,1,3,1,6,8000,1007588,11103
"234294",1,93,50,1,800,1,1,1,21,100000,1007588,11106
"234295",1,134,44,1,4720,2,1,1,21,12000,1007588,11106
"234296",NA,NA,17,NA,NA,1,5,1,14,0,1007588,11106
"234297",NA,NA,77,NA,NA,2,2,1,16,7700,1007588,11106
"234301",1,94,53,1,430,2,3,1,20,67200,1007588,11104
"234302",NA,NA,28,1,5400,1,5,1,19,200,1007588,11104
"234303",1,105,26,2,2400,2,5,1,20,5500,1007588,11104
"234304",NA,NA,25,NA,NA,1,5,1,19,0,1007588,11104
"234372",1,56,27,1,4760,1,3,1,16,50000,1007588,11103
"234373",NA,NA,9,NA,NA,2,5,1,5,NA,1007588,11103
"234374",NA,NA,6,NA,NA,1,5,1,1,NA,1007588,11103
"234375",1,56,26,1,9640,1,5,1,19,30020,1007588,11103
"234376",NA,NA,27,1,4760,2,3,1,16,21010,1007588,11103
"234566",1,95,32,1,4800,2,5,1,21,80000,1007588,8303
"234625",NA,NA,87,NA,NA,2,2,1,18,0,1007588,8303
"234626",10,88,94,1,4610,2,1,2,15,7200,1007588,8303
"234627",NA,NA,82,NA,NA,1,2,1,21,12000,1007588,8303
"234628",2,68,65,1,4610,2,1,2,19,38400,1007588,8303
"234777",NA,NA,84,NA,NA,1,3,1,20,36000,1007588,8303
"234778",NA,NA,66,NA,NA,1,5,1,24,19400,1007588,8303
"234779",1,120,78,4,5620,2,3,1,22,77000,1007588,8303
"234780",11,NA,47,1,1550,2,1,1,19,89000,1007588,11106
"234781",1,85,51,1,5520,1,1,1,18,67000,1007588,11106
"234782",NA,NA,18,NA,NA,1,5,1,16,0,1007588,11106
"234783",NA,NA,18,NA,NA,1,5,1,16,0,1007588,11106
"234784",1,78,19,1,5620,1,5,1,16,6000,1007588,11106
"234917",1,80,37,6,4250,1,1,2,12,18700,1007588,11106
"234918",1,85,37,1,4250,2,1,2,9,20800,1007588,11106
"234919",NA,NA,18,NA,NA,2,5,1,16,0,1007588,11106
"234920",NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11106
"234921",NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11106
"235054",1,78,46,4,820,2,1,1,19,36000,1007588,8303
"235055",1,78,51,1,5940,1,1,1,21,57400,1007588,8303
"235070",NA,NA,42,6,6260,1,1,2,16,30000,1007588,11103
"235071",NA,NA,42,1,2300,2,1,1,16,0,1007588,11103
"235072",NA,NA,15,NA,NA,2,5,1,13,0,1007588,11103
"235073",NA,NA,10,NA,NA,1,5,1,7,NA,1007588,11103
"235074",NA,NA,6,NA,NA,1,5,1,4,NA,1007588,11103
"235075",1,93,68,6,5120,2,3,1,21,28000,1007588,11103
"235194",1,82,47,1,9640,2,2,1,12,10000,1007588,11103
"235195",1,82,20,1,9610,1,5,1,19,530,1007588,11103
"235196",NA,NA,17,NA,NA,2,5,1,12,4400,1007588,11103
"235492",1,116,72,6,4250,1,1,1,7,32000,1007588,11104
"235493",1,104,62,6,4230,2,1,2,7,24000,1007588,11104
"235545",NA,NA,59,3,4620,2,1,1,16,24000,1007588,8303
"235546",1,81,60,5,7200,1,1,1,16,120050,1007588,8303
"235750",NA,NA,62,1,9130,1,5,1,16,30600,1007588,11104
"235792",1,99,59,4,2200,1,1,1,24,180000,1007588,8303
"235793",11,NA,53,1,2830,2,1,1,24,78000,1007588,8303
"235794",NA,NA,16,NA,NA,2,5,1,12,0,1007588,8303
"235922",NA,NA,90,NA,NA,2,2,1,19,35000,1007588,11104
"236051",NA,NA,51,1,4610,2,1,2,14,400,1007588,11106
"236052",1,73,52,7,4510,1,1,1,20,60000,1007588,11106
"236053",NA,NA,15,NA,NA,1,5,1,12,0,1007588,11106
"236544",NA,NA,84,NA,NA,2,3,1,19,12400,1007588,8303
"236742",1,106,62,2,4430,1,3,1,21,97000,1007588,8303
"236743",1,106,62,2,4610,2,3,1,23,94000,1007588,8303
"236888",NA,NA,67,NA,NA,2,2,1,21,75000,1007588,11103
"236912",1,79,24,5,9040,1,5,1,18,45000,1007588,11106
"237100",NA,NA,25,1,5400,2,1,1,20,2000,1007588,8303
"237101",1,2,29,1,4010,1,1,1,19,22000,1007588,8303
"237158",NA,NA,62,NA,NA,1,5,1,20,10800,1007588,11103
"237159",NA,NA,14,NA,NA,2,5,1,12,NA,1007588,11103
"237211",1,91,51,4,5220,1,1,1,21,36050,1007588,11103
"237212",1,91,41,3,5810,2,1,1,20,20000,1007588,11103
"237213",NA,NA,13,NA,NA,1,5,1,9,NA,1007588,11103
"237214",NA,NA,11,NA,NA,2,5,1,8,NA,1007588,11103
"237215",NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103
"237342",NA,NA,76,NA,NA,2,2,1,16,30700,1007588,11106
"237594",1,120,39,1,4110,2,5,2,20,46000,1007588,11104
"237595",NA,NA,7,NA,NA,2,5,2,4,NA,1007588,11104
"237596",1,132,29,1,4110,2,5,2,20,8200,1007588,11104
"237642",NA,NA,48,NA,NA,2,1,1,16,0,1007588,11106
"237643",1,262,46,1,4700,1,1,1,16,42000,1007588,11106
"237644",1,177,20,1,4110,2,5,1,16,3000,1007588,11106
"237645",NA,NA,14,NA,NA,2,5,1,12,NA,1007588,11106
"237705",NA,NA,73,NA,NA,1,3,1,24,199200,1007588,8303
"237871",1,106,24,1,2000,2,5,1,22,47000,1007588,11106
"237872",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11106
"237873",1,86,27,1,5700,1,5,1,19,47000,1007588,11106
"238039",1,62,66,1,350,1,2,1,21,80000,1007588,8303
"238040",1,92,38,1,5400,2,1,1,20,32000,1007588,8303
"238041",NA,NA,6,NA,NA,2,5,1,3,NA,1007588,8303
"238042",1,101,42,1,1050,1,1,1,21,64000,1007588,8303
"238043",1,101,61,4,4220,1,3,1,19,30000,1007588,8303
"238361",1,102,32,1,2200,1,5,1,22,70000,1007588,8303
"238436",NA,NA,18,9,9920,2,5,1,19,3000,1007588,8303
"238483",NA,NA,43,2,1760,1,1,1,24,90000,1007588,11106
"238484",1,80,41,2,2200,2,1,1,24,115000,1007588,11106
"238485",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
"238486",NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11106
"238573",NA,NA,62,NA,NA,2,5,1,16,19000,1007588,8303
"238574",NA,NA,20,NA,NA,2,5,1,19,0,1007588,8303
"238752",NA,NA,72,NA,NA,2,1,1,19,25800,1007588,11104
"238753",NA,NA,74,NA,NA,1,1,1,20,18400,1007588,11104
"238806",1,92,83,3,5510,1,1,1,16,32400,1007588,11106
"238807",NA,NA,72,3,3940,2,1,1,21,16600,1007588,11106
"238872",1,218,68,6,1820,2,1,1,22,74000,1007588,11103
"238873",1,218,63,6,800,2,1,1,21,28900,1007588,11103
"238874",NA,NA,84,NA,NA,2,2,1,11,0,1007588,11103
"239280",NA,NA,68,NA,NA,2,2,1,1,12000,1007588,11103
"239329",1,94,58,1,1105,1,1,1,21,68000,1007588,11104
"239330",1,95,60,2,2300,2,1,1,19,16500,1007588,11104
"239331",12,128,23,1,4110,2,5,1,16,11000,1007588,11104
"239670",1,118,52,1,4000,1,1,1,22,45000,1007588,11104
"239671",NA,NA,48,1,4600,2,1,1,17,12000,1007588,11104
"239672",1,118,24,1,4110,1,5,1,19,18000,1007588,11104
"239775",NA,NA,84,NA,NA,1,1,1,20,15600,1007588,11103
"239776",NA,NA,88,NA,NA,2,1,1,15,5400,1007588,11103
"239777",NA,NA,54,NA,NA,2,3,1,20,0,1007588,11103
"239778",NA,NA,26,6,4950,1,5,1,15,9900,1007588,11103
"239779",10,182,20,1,7200,1,5,1,18,2800,1007588,11103
"239780",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11103
"239781",NA,NA,1,NA,NA,2,5,1,NA,NA,1007588,11103
"239782",NA,NA,27,1,4110,2,5,2,15,0,1007588,11103
"239783",NA,NA,13,NA,NA,2,5,1,8,NA,1007588,11103
"239784",NA,NA,4,NA,NA,2,5,1,2,NA,1007588,11103
"239828",1,117,34,2,5600,1,5,1,11,58000,1007588,11106
"239829",1,53,26,1,4600,2,5,1,19,6000,1007588,11106
"239830",NA,NA,9,NA,NA,2,5,1,6,NA,1007588,11106
"239976",1,99,59,1,520,2,5,1,21,71700,1007588,11103
"239977",NA,NA,34,1,4710,2,1,1,16,37000,1007588,11103
"239978",NA,NA,76,NA,NA,2,3,1,14,15600,1007588,11103
"239979",NA,NA,13,NA,NA,1,5,1,11,NA,1007588,11103
"239980",1,91,27,1,4620,1,1,1,16,25000,1007588,11103
"239981",NA,NA,6,NA,NA,1,5,1,1,NA,1007588,11103
"240209",NA,NA,33,NA,NA,1,1,2,16,0,1007588,11104
"240824",1,92,59,3,5860,2,5,1,21,82400,1007588,8303
"240860",1,94,44,1,710,1,1,1,21,112000,1007588,8303
"240861",1,94,39,1,2310,2,1,1,21,80000,1007588,8303
"240862",NA,NA,5,NA,NA,2,5,1,2,NA,1007588,8303
"240863",NA,NA,3,NA,NA,1,5,1,2,NA,1007588,8303
"240909",2,120,64,3,2440,1,1,1,22,14800,1007588,8303
"240910",NA,NA,71,4,2200,2,1,1,24,86000,1007588,8303
"240916",NA,NA,19,NA,NA,1,5,1,19,0,1007588,8303
"241007",NA,NA,70,NA,NA,1,1,1,19,39800,1007588,11104
"241008",NA,NA,71,NA,NA,2,1,1,21,4800,1007588,11104
"241013",NA,NA,71,NA,NA,2,2,1,5,10900,1007588,8303
"241014",1,141,46,1,5620,1,5,1,5,16900,1007588,8303
"241085",1,92,53,7,3010,2,3,1,23,80000,1007588,11104
"241100",NA,NA,63,NA,NA,2,1,1,16,9600,1007588,11103
"241101",1,260,56,1,3930,1,1,1,16,210000,1007588,11103
"241123",1,86,35,3,2540,1,1,1,19,35000,1007588,11104
"241124",1,94,32,2,2040,2,1,1,21,50000,1007588,11104
"241125",NA,NA,14,NA,NA,1,5,1,11,NA,1007588,11104
"241126",NA,NA,7,NA,NA,2,5,1,4,NA,1007588,11104
"241288",1,190,24,4,5620,1,5,1,21,16000,1007588,8303
"241289",2,84,25,1,800,1,5,1,21,37000,1007588,8303
"241290",1,93,24,1,5110,1,5,1,21,32000,1007588,8303
"241291",1,94,24,1,5400,1,5,1,21,32000,1007588,8303
"241292",11,NA,21,1,4760,1,5,1,19,16000,1007588,8303
"241328",1,102,35,1,1760,2,1,1,24,165000,1007588,11104
"241329",11,NA,44,1,1107,1,1,1,21,75000,1007588,11104
"241381",NA,NA,82,NA,NA,1,1,1,22,24300,1007588,11106
"241382",NA,NA,80,NA,NA,2,1,1,15,8800,1007588,11106
"241443",NA,NA,67,NA,NA,2,3,1,22,21500,1007588,11104
"241444",10,180,61,3,3600,1,5,1,13,12600,1007588,11104
"241481",NA,NA,76,NA,NA,1,1,1,18,37300,1007588,11106
"241482",NA,NA,72,NA,NA,2,1,1,20,8000,1007588,11106
"241483",1,85,36,1,3420,2,1,1,16,38000,1007588,11106
"241484",1,82,26,1,7315,1,1,1,16,10000,1007588,11106
"241697",NA,NA,47,1,6200,1,1,2,19,0,1007588,8303
"241791",1,83,68,2,2310,2,1,1,22,109000,1007588,8303
"242067",1,92,23,1,4760,2,5,1,21,60000,1007588,8303
"242068",1,94,23,1,4150,2,5,1,21,20000,1007588,8303
"242391",NA,NA,62,NA,NA,1,1,1,21,42300,1007588,11106
"242392",NA,NA,60,NA,NA,2,1,1,19,0,1007588,11106
"242578",1,151,21,1,4110,2,5,1,20,8000,1007588,11104
"242579",1,169,23,1,740,1,5,1,17,28000,1007588,11104
"242661",NA,NA,80,NA,NA,2,2,1,21,9700,1007588,11103
"242662",1,72,54,1,5240,2,3,1,16,53000,1007588,11103
"242663",2,259,31,1,4010,1,5,1,18,20200,1007588,11103
"242664",2,103,25,1,4430,1,5,2,18,1200,1007588,11103
"242809",NA,NA,68,NA,NA,2,2,1,15,15900,1007588,11104
"242810",1,187,44,5,5540,1,5,1,18,70000,1007588,11104
"243050",11,NA,42,1,4610,1,4,2,18,21000,1007588,11106
"243267",11,NA,87,6,710,2,2,1,24,145000,1007588,8303
"243393",1,98,27,1,410,2,1,1,19,15300,1007588,11103
"243394",1,200,31,1,4220,1,1,2,16,25000,1007588,11103
"243460",1,93,40,1,4720,2,3,2,21,90000,1007588,11103
"243461",NA,NA,15,NA,NA,2,5,1,13,0,1007588,11103
"243462",NA,NA,7,NA,NA,1,5,1,4,NA,1007588,11103
"244106",1,90,38,4,1060,1,1,1,21,55000,1007588,8303
"244107",1,120,49,6,3540,2,1,1,16,50000,1007588,8303
"244108",NA,NA,8,NA,NA,1,5,1,4,NA,1007588,8303
"244109",NA,NA,6,NA,NA,1,5,1,3,NA,1007588,8303
"244373",NA,NA,72,NA,NA,1,1,1,19,65800,1007588,11103
"244374",1,67,58,3,4220,2,1,1,16,40800,1007588,11103
"244391",NA,NA,65,NA,NA,2,1,1,19,51000,1007588,11106
"244392",11,NA,58,6,7320,1,1,1,14,52000,1007588,11106
"244519",NA,NA,71,NA,NA,2,1,1,6,12400,1007588,11104
"244520",NA,NA,76,NA,NA,1,1,1,8,10800,1007588,11104
"244521",NA,NA,31,NA,NA,2,5,1,16,7000,1007588,11104
"244539",1,70,53,5,1020,1,5,1,19,55000,1007588,11103
"244855",1,170,45,1,6040,2,3,2,9,44000,1007588,11104
"244856",NA,NA,15,NA,NA,1,5,1,10,0,1007588,11104
"244857",NA,NA,12,NA,NA,2,5,1,7,NA,1007588,11104
"244858",NA,NA,5,NA,NA,1,5,1,1,NA,1007588,11104
"244956",NA,NA,33,1,8800,2,5,1,1,11600,1007588,11106
"244957",NA,NA,16,NA,NA,2,5,1,12,0,1007588,11106
"244958",NA,NA,14,NA,NA,1,5,1,10,NA,1007588,11106
"244959",NA,NA,12,NA,NA,1,5,1,8,NA,1007588,11106
"244960",NA,NA,9,NA,NA,1,5,1,6,NA,1007588,11106
"244961",NA,NA,3,NA,NA,2,5,1,1,NA,1007588,11106
"244962",NA,NA,2,NA,NA,2,5,1,NA,NA,1007588,11106
"244963",1,82,37,1,9640,1,5,1,12,24000,1007588,11106
"244972",NA,NA,86,6,735,1,1,1,19,32070,1007588,8303
"244973",NA,NA,89,NA,NA,2,1,1,21,0,1007588,8303
"245059",NA,NA,89,NA,NA,2,2,1,22,420,1007588,8303
"245176",NA,NA,75,NA,NA,1,3,1,16,15400,1007588,8303
"245401",1,100,34,1,5120,2,1,1,19,29000,1007588,11104
"245402",11,NA,37,1,4850,1,1,1,21,77000,1007588,11104
"245403",NA,NA,9,NA,NA,1,5,1,5,NA,1007588,11104
"245404",NA,NA,9,NA,NA,1,5,1,5,NA,1007588,11104
"245405",NA,NA,6,NA,NA,1,5,1,2,NA,1007588,11104
"245433",NA,NA,69,NA,NA,2,3,1,19,28000,1007588,11106
"245723",1,116,47,1,4710,2,3,1,21,135000,1007588,11106
"245724",NA,NA,15,NA,NA,2,5,1,12,0,1007588,11106
"245976",1,72,53,5,3540,1,1,1,22,510200,1007588,11103
"245977",NA,NA,54,1,4510,2,1,1,16,0,1007588,11103
"246077",1,63,38,1,6050,1,1,1,9,24000,1007588,11103
"246078",NA,NA,11,NA,NA,2,5,1,7,NA,1007588,11103
"246079",NA,NA,4,NA,NA,2,5,1,1,NA,1007588,11103
"246109",1,225,31,1,1020,2,1,1,21,250000,1007588,8303
"246110",1,85,32,1,2100,1,1,1,21,150000,1007588,8303
"246149",1,114,48,1,3245,2,5,1,22,95000,1007588,11103
"246288",1,86,51,1,1020,1,1,1,16,112000,1007588,11106
"246289",NA,NA,55,NA,NA,2,1,1,19,0,1007588,11106
"246290",1,202,16,1,4720,1,5,1,13,950,1007588,11106
"246569",NA,NA,64,NA,NA,2,1,1,19,18900,1007588,8303
"246570",NA,NA,72,NA,NA,1,1,1,16,41900,1007588,8303
"246693",NA,NA,78,NA,NA,1,1,1,22,369800,1007588,8303
"246744",NA,NA,80,NA,NA,2,2,1,19,397900,1007588,8303
"247033",11,NA,55,6,2630,1,1,2,20,78000,1007588,11104
"247034",11,NA,50,3,5140,2,1,1,17,29000,1007588,11104
"247035",NA,NA,17,NA,NA,1,5,1,14,0,1007588,11104
"247302",1,97,37,1,410,2,4,1,21,40000,1007588,11103
"247303",1,97,22,1,4710,2,5,1,16,16000,1007588,11103
"247304",NA,NA,13,NA,NA,2,5,1,8,NA,1007588,11103
"247405",NA,NA,73,2,2050,2,3,1,21,53200,1007588,8303
"247406",1,94,54,2,2000,1,5,1,22,42000,1007588,8303
"247537",1,109,51,3,136,1,1,1,19,52000,1007588,11104
"247538",1,97,38,3,350,2,1,1,19,110000,1007588,11104
"247539",NA,NA,11,NA,NA,1,5,1,9,NA,1007588,11104
